Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
7372,Long-Term Outcomes of Hepatectomy for Bilateral Hepatolithiasis with Three-Dimensional Reconstruction: A Propensity Score Matching Analysis,(HSC) Medicine - Gastroenterology;(HSC) Medicine - Surgery;(HSC) Radiology/Imaging;,"Department of Hepatobiliary Surgery, Zhujiang Hospital, Southern Medical University , Guangzhou, China;",Journal of Laparoendoscopic & Advanced Surgical Techniques,Mary Ann Liebert,China,Tain Pei Guan;Chi Hua Fang;Zhi Kang Mo;Nan Xiang;Jian Yang;Ning Zeng,,Case Report;,7/25/2017 0:00,10.1089/lap.2016.0165.retract,28742440.0,9/1/2016 0:00,10.1089/lap.2016.0165,27420918.0,Retraction,+Conflict of Interest;+Error in Analyses;,No,
7347,Stabilization of vaccines and antibiotics in silk and eliminating the cold chain,(BLS) Biochemistry;(HSC) Medicine - Drug Design;,"Tufts University, Department of Chemical & Biological Engineering, Department of Biomedical Engineering, Medford, MA 02155;",PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS),United States,Jeney Zhang;Eleanor Pritchard;Xiao Hu;Thomas Valentin;Bruce Panilaitis;Fiorenzo G Omenetto;David L Kaplan,http://retractionwatch.com/2016/06/23/authors-retract-pnas-paper-suggesting-silk-stabilizes-vaccines/,Research Article;,6/20/2016 0:00,10.1073/pnas.1206210109,22778443.0,7/9/2012 0:00,10.1073/pnas.1608261113,27325777.0,Retraction,+Error in Analyses;,No,
7172,The complete mitochondrial genomes of two freshwater snails provide new protein-coding gene rearrangement models and phylogenetic implications,(BLS) Genetics;(BLS) Zoology;,"Key Laboratory of Tropical & Subtropical Fishery Resource Application & Cultivation, Ministry of Agriculture, Pearl River Fisheries Research Institute,Chinese Academy of Fishery Sciences, Xingyu Road1, Guangzhou 510380, China;",Parasites & Vectors,BioMed Central (BMC),China,Xidong Mu;Yexin Yang;Yi Liu;Du Luo;Meng Xu;Hui Wei;Dangen Gu;Hongmei Song;Yinchang Hu,http://retractionwatch.com/2017/08/07/researchers-sequenced-wrong-snails-genome-retract-paper/,Research Article;,7/21/2017 0:00,10.1186/s13071-017-2287-1,28732528.0,1/6/2017 0:00,10.1186/s13071-016-1956-9,28061879.0,Retraction,+Error in Analyses;+Error in Data;+Objections by Third Party;,No,
7065,The Uncommanded Autofeather System Research of Turboprop Aircraft,(PHY) Engineering - Mechanical;,"AVIC Xi’an Aircraft Industry Company LTD, Xi’an, China",Lecture Notes in Electrical Engineering,Springer,China,Bai-ping Yang,http://retractionwatch.com/help-us-heres-some-of-what-were-working-on/,Book Chapter/Reference Work;,4/1/2014 0:00,10.1007/978-3-642-54233-6_79,,3/26/2014 0:00,10.1007/978-3-642-54233-6_38,,Retraction,+Error in Analyses;,No,"Proceedings of the First Symposium on Aviation Maintenance and Management, Vol. 2"
7027,PDL Has Interpolation,(PHY) Mathematics;,"Department of Logic, Jagiellonian University, ul. Grodzka 52, 31-044 Kraków, Poland",Journal of Symbolic Logic,Cambridge University Press,Poland,Tomasz Kowalski,,Research Article;,9/1/2004 0:00,10.2178/jsl/1096901777,,9/1/2002 0:00,10.2178/jsl/1190150141Publi,,Retraction,+Error in Analyses;+Objections by Third Party;,No,
6896,Spin fluctuation in single-crystalline terbium probed by temperature-dependent magnetic EXAFS,(HSC) Radiology/Imaging;(PHY) Chemistry;(PHY) Materials Science;(PHY) Physics;,"National Synchrotron Radiation Laboratory, University of Science and Technology of China, Hefei 230029, China; Institut fur Experimentalphysik, Freie Universitat Berlin, Arnimallee 14, D-14195 Berlin-Dahlem, Germany;",Physical Review B,American Physical Society,China;Germany,Zhongrui Li;H Wende;A Scherz;G Ceballos;K Baberschke,,Research Article;,7/14/2005 0:00,10.1103/PhysRevB.72.029901,,10/6/2003 0:00,10.1103/PhysRevB.68.134406,,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;+Lack of Approval from Author;+Unreliable Results;,Yes,
6887,Surgical outcome in mesial temporal sclerosis correlates with prion protein gene variant,(BLS) Genetics;(HSC) Medicine - Neurology;(HSC) Medicine - Surgery;,"plus 10 more co-authors; Centro de Cirurgia de Epilepsia, Faculdade de Medicina de Ribeirão Preto, Universidade de São Paulo (FMRP-USP), 14.048-900 Ribeirao Preto, SP, Brazil; Ludwig Institute for Cancer Research, Rua Prof. Antonio Prudente 109 4A, 01509-010 São Paulo, SP, Brazil;",Neurology,American Academy of Neurology,Brazil,Roger Walz;Rosa M R P S Castro;Tonicarlo R Velasco;V Alexandre Jr;M H Lopes;Joao Pereira Leite;Antonio Carlos Santos;Joao Alberto Assirati Jr;Lauro Wichert-Ana;Vera C Terra-Bustamante;M M Bianchin;P C Maciag;Karina Braga Ribeiro;R Guarnieri;David Araujo;O Cabalero;R Moura;Vilma R Martins,,Research Article;,7/24/2007 0:00,10.1212/01.wnl.0000281830.66370.5e,,11/11/2003 0:00,10.1212/01.WNL.0000096940.92986.02,14610121.0,Retraction,+Error in Analyses;+Error in Data;+Results Not Reproducible;,No,
6777,Toxic potential of different types of sewage sludge as fertiliser in agriculture: ecotoxicological effects on aquatic and soil indicator species,(BLS) Biochemistry;(BLS) Plant Biology/Botany;(BLS) Toxicology;,"LimCo International GmbH, Technology Center Konstanz, Konstanz, Germany",Journal of Soils and Sediments,Springer,Germany,Nadja Rastetter;Almut Gerhardt,,Research Article;,3/5/2016 0:00,10.1007/s11368-016-1384-7,0.0,12/4/2015 0:00,10.1007/s11368-014-1031-0,0.0,Retraction,+Error in Analyses;+Unreliable Results;,No,
6742,Identification of gene ontologies linked to prefrontal-hippocampal functional coupling in the human brain,(BLS) Biology - Cellular;(BLS) Genetics;(BLS) Neuroscience;,"Departments of Psychiatry and Psychotherapy and Genetic Epidemiology in Psychiatry, Central Institute of Mental Health, Medical Faculty Mannheim, University of Heidelberg, 68159 Mannheim, Germany; Department of Psychiatry, Division of Mind and Brain Research, Charité Campus Mitte, 10117 Berlin, Germany; Department of Genomics, Life and Brain Center, Institute of Human Genetics, and Institute for Genomic Mathematics, University of Bonn, 53127 Bonn, Germany;",PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS),Germany,Luanna Dixson;Henrik Walter;Michael Schneider;Susanne Erk;Axel Schäfer;Leila Haddad;Oliver Grimm;Manuel Mattheisen;Markus M Nöthen;Sven Cichon;Stephanie H Witt;Marcella Rietschel;Sebastian Mohnke;Nina Seiferth;Andreas Heinz;Heike Tost;Andreas Meyer-Lindenberg,http://retractionwatch.com/2014/09/05/authors-retract-pnas-brain-genetics-paper-for-statistical-issues/,Research Article;,9/2/2014 0:00,10.1073/pnas.1414905111,25197092.0,6/16/2014 0:00,10.1073/pnas.1404082111,24979789.0,Retraction,+Error in Analyses;+Error in Methods;,No,BA 07/18/17
6594,"Efficacy of Phase 3 Trial of RTS, S/AS01 Malaria Vaccine in infants: a systematic review and meta-analysis",(HSC) Medicine - Immunology;(HSC) Medicine - Rehabilitation/Therapy;,"Pediatric Infectious Disease Research Center, Tehran University of Medical Science , Tehran , Iran. Center for Research of Endemic Parasites of Iran (CREPI), Tehran University of Medical Sciences , Tehran , Iran. Department of Medical Parasitology and Mycology , School of Public Heath, Tehran University of Medical Science , Tehran , Iran",Human Vaccines & Immunotherapeutics,Taylor and Francis,Iran,Shima Mahmoudi;Hossein Keshavarz,,Article in Press;Meta-Analysis;,2/8/2017 0:00,10.1080/21645515.2017.1292023,28215121.0,1/6/2017 0:00,10.1080/21645515.2016.1271686,28059665.0,Retraction,+Error in Analyses;+Error in Methods;+Unreliable Results;,No,
