Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
36626,Controllable color emission of platinum(ii) complexes and their application in light-emitting diodes (LEDs),(PHY) Chemistry;(PHY) Physics;,"Lehn Institute of Functional Materials, MOE Laboratory of Bioinorganic and Synthetic Chemistry, School of Chemistry, Sun Yat-sen University, 135 West Xingang Road, Guangzhou, China;",Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),China,Bao Ning Li;Jia Jun Wang;Peng Yan Fu;Shi Cheng Wang;Mei Pan,,Research Article;,3/29/2022 0:00,10.1039/D2TC90068H,0.0,6/8/2021 0:00,10.1039/d1tc01398j,0.0,Retraction,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;,No,
36619,Impact of daily high dose oral vitamin D therapy on the inflammatory markers in patients with COVID 19 disease,(HSC) Medicine - Infectious Disease;(HSC) Medicine - Pharmacology;(HSC) Medicine - Rehabilitation/Therapy;,"Department of Orthopaedics/ Biochemistry/ Internal Medicine , Nizam’s Institute of Medical Sciences, Punjagutta, Hyderabad, Telangana, India; Department of General Medicine/ Biochemistry , Gandhi Medical College, Secunderabad, Telangana, India;",Scientific Reports,Springer - Nature Publishing Group,India,Maheshwar Lakkireddy;Srikanth Goud Gadiga;R D Malathi;Madhu Latha Karra;I S S V Prasad Murthy Raju; Ragini;Sangeetha Chinapaka;K S S Sai Baba;Manohar Kandakatla,https://retractionwatch.com/retracted-coronavirus-covid-19-papers/;https://retractionwatch.com/2022/04/22/covid-19-vitamin-d-paper-retracted-by-springer-nature-journal/,Clinical Study;,4/20/2022 0:00,10.1038/s41598-022-10830-8,35444230.0,5/20/2021 0:00,10.1038/s41598-021-90189-4,34017029.0,Retraction,+Error in Analyses;+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;+Upgrade/Update of Prior Notice;,No,
36529,Influence of antidepressants on plasma levels of nitric oxide metabolites in patients with major depressive disorder,(BLS) Biochemistry;(HSC) Medicine - Pharmacology;(HSC) Medicine - Psychiatry;,"Department of Psychiatry, School of Medicine, University of Occupational and Environmental Health, Japan; Medical Center for Dementia, University Hospital, University of Occupational and Environmental Health, Japan; Department of Environmental Epidemiology, Institute of Industrial Ecological Sciences, University of Occupational and Environmental Health, Japan;",BJPsych Open,Cambridge University Press,Japan,Atsuko Ikenouchi;Naomichi Okamoto;Yusuke Konno;Rintaro Fujii;Yoshihisa Fujino;Reiji Yoshimura,,Clinical Study;,3/14/2022 0:00,10.1192/bjo.2022.40,35282843.0,12/17/2021 0:00,10.1192/bjo.2021.1074,34915967.0,Retraction,+Concerns/Issues About Data;+Error in Analyses;+Error in Methods;,No,
36523,Direct imaging discovery of a Jovian exoplanet within a triple-star system,(PHY) Cosmology;,"Department of Astronomy and Steward Observatory, TheUniversity of Arizona, 933 North Cherry Avenue, Tucson, AZ85721, USA; Lunar and Planetary Laboratory, The Universityof Arizona, 1640 East University Boulevard, Tucson, AZ85718, USA; European Southern Observatory (ESO), Karl-Schwarzschild-Strasse 2, D-85748 Garching, Germany; Space Telescope Science Institute, 3700 San Martin Drive,Baltimore, MD 21218, USA; Department of Physics andAstronomy, Johns Hopkins University, Baltimore, MD 21218,USA; Université Grenoble Alpes, Institut de Planétologie etd’Astrophysique de Grenoble (IPAG), F-38000 Grenoble,France; CNRS, IPAG, F-38000 Grenoble, France;",Science,American Association for the Advancement of Science (AAAS),France;Germany;United States,Kevin Wagner;Daniel Apai;Markus Kasper;Kaitlin Kratter;Melissa McClure;Massimo Robberto;Jean Luc Beuzit,https://retractionwatch.com/2022/04/14/triple-sunrise-triple-sunset-science-paper-retracted-when-it-turns-out-a-planet-is-a-star/,Research Article;,4/14/2022 0:00,10.1126/science.abq1709,35420970.0,7/7/2016 0:00,10.1126/science.aaf9671,27386921.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
36425,Effect of antenatal magnesium sulphate on MRI biomarkers of white matter development at term equivalent age: The magnum study,(HSC) Medicine - Neurology;(HSC) Medicine - Obstetrics/Gynecology;(HSC) Medicine - Pediatrics;(HSC) Medicine - Pharmacology;,"Department of Optometry and Vision Science, University of Auckland, Auckland, New Zealand; Centre for the Developing Brain, Department of Biomedical Engineering and Imaging Sciences, King's College London, London, United Kingdom; School of Optometry and Vision Science, University of Waterloo, Waterloo, Canada; Centre for Clinical Brain Sciences, University of Edinburgh, Edinburgh, United Kingdom; MRC Centre for Reproductive Health, University of Edinburgh, Edinburgh, United Kingdom; Department of Paediatrics: Child and Youth Health, University of Auckland, Auckland, New Zealand; Department of Radiology, West Virginia University Hospital, W.Va, United States; Liggins Institute, University of Auckland, Building 503, Level 2, 85 Park Road, Auckland 1142, New Zealand;",EBioMedicine,Elsevier,Canada;New Zealand;United Kingdom;United States,Tanye Poppe;Benjamin Thompson;James P Boardman;Mark E Bastin;Jane Alsweiler;Gerard Deib;Jane E Harding;Caroline A Crowther; Magnum Study Group,,Clinical Study;,4/4/2022 0:00,10.1016/j.ebiom.2022.103966,35393264.0,8/25/2020 0:00,10.1016/j.ebiom.2020.102957,32858399.0,Retraction,+Error in Analyses;+Error in Methods;+Retract and Replace;+Unreliable Results;,No,see republished: https://www.thelancet.com/journals/ebiom/article/PIIS2352-3964(22)00107-4/fulltext;
36402,Nucleophilic iodonium interactions (NIIs) in 2-coordinate iodine(I) and silver(I) complexes,(PHY) Chemistry;(PHY) Crystallography/Spectroscopy;,"University of Jyvaskyla, Department of Chemistry, Jyväskylä 40014, Finland; Department of Chemistry, Universitat de les Illes Balears, Crts de Valldemossa km 7.6, Palma de Mallorca Baleares 07122, Spain;",Chemical Communications,Royal Society of Chemistry (RSC),Finland;Spain,Jas S Ward;Antonio Frontera;Kari Rissanen,,Research Article;,4/4/2022 0:00,10.1039/d2cc90120j,35373228.0,5/20/2021 0:00,10.1039/d1cc01505b,33899860.0,Retraction,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;,No,
36330,Differences in cognitive functions between cytomegalovirus-infected and cytomegalovirus-free university students: a case control study,(HSC) Medicine - Infectious Disease;(HSC) Medicine - Neurology;,"Laboratory of Evolutionary Biology, Department of Philosophy and History of Sciences, Faculty of Science, Charles University, Vinicna 7, 128 00, Prague 2, Czech Republic; National Reference Laboratory for Herpesviruses, National Institute of Public Health, Prague, Srobarova 48, 100 42, Prague 10, Czech Republic;",Scientific Reports,Springer - Nature Publishing Group,Czech Republic,Veronica Chvatalova;Blanka Sebankova;Hana Hrbackova;Petr Turecek;Jaroslav Flegr,,Clinical Study;,3/29/2022 0:00,10.1038/s41598-022-09409-0,35351972.0,3/28/2018 0:00,10.1038/s41598-018-23637-3,29593335.0,Retraction,+Error in Analyses;+Error in Methods;,No,
36315,Measures of Adiposity and Risk of Testing Positive for SARS-CoV-2 in the UK Biobank Study,(HSC) Biostatistics/Epidemiology;(HSC) Medicine - Infectious Disease;,"Dalla Lana School of Public Health, University of Toronto, Toronto, ON, Canada;",Journal of Obesity,Hindawi,Canada,Rebecca A G Christensen;Shelby L Sturrock;Jasleen Arneja;Jennifer D Brooks,https://retractionwatch.com/retracted-coronavirus-covid-19-papers/,Research Article;,3/18/2022 0:00,10.1155/2022/9848453,35342645.0,1/22/2021 0:00,10.1155/2021/8837319,33542836.0,Retraction,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;,No,
36304,Medium and Large N-Heterocycle Formation via Allene Hydroamination with a Bimetallic Rh(II) Catalyst,(PHY) Chemistry;,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, Utah 84602, United States;",Journal of the American Chemical Society,American Chemical Society (ACS),United States,Kelton G Forson;Benjamin O Bohman;Coriantumr Z Wayment;Rachel N Owens;Caitlyn E McKnight;Rhen C Davis,,Research Article;,3/22/2022 0:00,10.1021/jacs.2c02451,35315271.0,12/29/2021 0:00,10.1021/jacs.1c10534,34965105.0,Retraction,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;,No,
36303,Making Diversity Work for Everybody The Double-Edged Sword of All-Inclusive Diversity,(SOC) Sociology;,"University of California, Santa Barbara, USA; University of Washington, Seattle, USA;",Personality & Social Psychology Bulletin,SAGE Publications,United States,Payton A Small;Brenda Major;Cheryl Kaiser,,Research Article;,3/22/2022 0:00,10.1177/01461672211047016,35315730.0,10/5/2021 0:00,10.1177/01461672211073161,34609224.0,Retraction,+Error in Analyses;,No,
36291,"Cervical adenosquamous carcinoma: detailed analysis of morphology, immunohistochemical profile, and clinical outcomes in 59 cases",(BLS) Biology - Cancer;,"Department of Pathology, University of Medicine and Pharmacy of Targu Mures, Targu Mures, Romania; Vancouver General Hospital, Vancouver, BC, Canada; Department of Surgery, University of Medicine and Pharmacy of Targu Mures, Targu Mures, Romania; Regional Institute of Oncology, Iasi, Romania; Ospedale Sacro Cuore Don Calabria, Negrar, Italy; Sheba Medical Center, Tel-Hashomer, Ramat Gan, Israel; Jikei University School of Medicine, Tokyo, Japan; Hospital de Oncología Mexico City, Mexico City, Mexico; Massachusetts General Hospital, Boston, MA, USA; Department of Pathology, Memorial Sloan Kettering Cancer Center, New York, NY, USA;",Modern Pathology,Springer - Nature Publishing Group,Canada;Israel;Italy;Mexico;Romania;United States,Simona Stolnicu;Lien Hoang;Orsolya Hanko-Bauer;Julia Barsan;Cristina Terinte;Anna Pesci;Sarit Aviel-Ronen;Takako Kiyokawa;Isabel Alvarado-Cabrero;Esther Oliva;Kay J Park;Robert A Soslow,,Research Article;,3/25/2022 0:00,10.1038/s41379-022-01072-0,35338261.0,9/26/2018 0:00,10.1038/s41379-018-0123-6,30258209.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
36269,Echinacoside improves diabetic liver injury by regulating the AMPK/SIRT1 signaling pathway in db/db mice,(BLS) Biology - Cellular;(BLS) Toxicology;,"Department of Geriatrics, Renmin Hospital of Wuhan University, Hubei, China",Life Sciences,Elsevier,China,Luo Yang;Xiang Zhang;Min Liao,,Research Article;,4/13/2022 0:00,10.1016/j.lfs.2022.120530,35400480.0,2/18/2021 0:00,10.1016/j.lfs.2021.119237,33600859.0,Retraction,+Error in Analyses;+Error in Methods;+Unreliable Results;,No,
36268,Ultrahigh resolution two-dimensional atomic localization via tunable surface plasmon polaritons,(PHY) Physics;,"Zhejiang Province Key Laboratory of Quantum Technology and Device, Department of Physics, Zhejiang University, Hangzhou 310027, China; Department of Physics, University of Malakand at Chakdara Dir (Lower) Khyber Pukhtunkhwa, Pakistan;",Optics & Laser Technology,Elsevier,China;Pakistan,Muhammad Idrees;Muhib Ullah;Bakth Amin Bacha;Arif Ullah;Li Gang Wang,,Research Article;,3/25/2021 0:00,10.1016/j.optlastec.2021.107021,0.0,3/25/2021 0:00,10.1016/j.optlastec.2021.107021,0.0,Retraction,+Date of Retraction/Other Unknown;+Error in Analyses;+Error in Results and/or Conclusions;,No,"date of retraction unknown, html page overwrite;"
36267,Promising results for hypospadias repair using alloderm® (Regen): A randomized controlled trial,(HSC) Medicine - Pediatrics;(HSC) Medicine - Rehabilitation/Therapy;(HSC) Medicine - Surgery;(HSC) Medicine - Urology/Nephrology;,"Fellowship of Pediatric Surgery, Iran University of Medical Sciences (IUMS), Tehran, Iran; Department of Pediatric Surgery, Ali-Asghar Children Hospital, Iran University of Medical Sciences, Tehran, Iran; Department of Surgery, Sina hospital Tehran University of medical Sciences Tehran Iran; Resident of General Surgery, Firoozgar Clinical Research Development Center (FCRDC), Iran University of Medical Sciences (IUMS), Tehran, Iran;",Journal of Pediatric Surgery,Elsevier,Iran,Mahmoud Salek;Seyyed Javad Nasiri;Hadi Ahmadi Amoli;Mohammad Moradi;Fariba Jahangiri,,Clinical Study;,8/19/2021 0:00,10.1016/j.jpedsurg.2022.02.018,35430026.0,8/19/2021 0:00,10.1016/j.jpedsurg.2021.04.005,34039476.0,Retraction,+Date of Retraction/Other Unknown;+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;,No,"date of retraction unknown, html page overwrite; retraction notice pubbed 4/13/2022, after html page overwrite;"
36138,Effects of prophage regions in a plasmid carrying a carbapenemase gene on survival against antibiotic stress,(BLS) Genetics;(BLS) Microbiology;,"Department of Molecular Cell Biology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Suwon, South Korea;",International Journal of Antimicrobial Agents,Elsevier,South Korea,So Yeon Kim;Kwan Soo Ko,,Research Article;,3/8/2022 0:00,10.1016/j.ijantimicag.2022.106549,35277224.0,9/18/2018 0:00,10.1016/j.ijantimicag.2018.09.002,30240839.0,Retraction,+Error in Analyses;+Unreliable Data;+Unreliable Results;,No,
35993,"Stereotactic body radiotherapy plus pembrolizumab and trametinib versus stereotactic body radiotherapy plus gemcitabine for locally recurrent pancreatic cancer after surgical resection: an open-label, randomised, controlled, phase 2 trial",(HSC) Medicine - Oncology;(HSC) Medicine - Pharmacology;(HSC) Medicine - Rehabilitation/Therapy;(HSC) Medicine - Surgery;(HSC) Radiology/Imaging;,"Department of Radiation Oncology, Changhai Hospital affiliated to Naval Medical University, Shanghai, China; Department of Hepatobiliary and Pancreatic Surgery, Changhai Hospital affiliated to Naval Medical University, Shanghai, China;",Lancet,Elsevier,China,Xiaofei Zhu;Yangsen Cao;Wenyu Liu;Xiaoping Ju;Xianzhi Zhao;Lingong Jiang;Yusheng Ye;Gang Jin;Huojun Zhang,https://retractionwatch.com/2022/03/10/lancet-journal-retracts-replaces-paper-on-treatment-for-pancreatic-cancer/,Research Article;,3/9/2022 0:00,10.1016/S1470-2045(22)00064-X,35241252.0,7/5/2021 0:00,10.1016/S1470-2045(21)00286-2,34237249.0,Retraction,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;+Retract and Replace;,No,see: https://www.sciencedirect.com/science/article/abs/pii/S1470204522000663;
35990,"Association of Marijuana Legalization With Marijuana Use Among US High School Students, 1993-2019",(SOC) Criminology;(SOC) Law/Legal Issues;(SOC) Sociology;,"Department of Agricultural Economics and Economics, Montana State University, Bozeman; Department of Economics, Universidad Carlos III de Madrid, Madrid, Spain; Center for Health Economics and Policy Studies, San Diego State University, San Diego, California;",JAMA Network Open,American Medical Association,Spain;United States,D Mark Anderson;Daninel I Rees;Joseph J Sabia;Samuel Safford,,Research Article;,3/8/2022 0:00,10.1001/jamanetworkopen.2022.1473,35258574.0,9/7/2021 0:00,10.1001/jamanetworkopen.2021.24638,34491352.0,Reinstatement,+Error in Analyses;+Error in Results and/or Conclusions;+Retract and Replace;,No,
35921,Synergistic action of star-shaped Au/Ag nanoparticles decorated on AgFeO 2 for ultrasensitive SERS detection of a chemical warfare agent on real samples,(PHY) Engineering - Chemical;(PHY) Nanotechnology;(SOC) Military/Naval Studies;,"Department of Electro-Optical Engineering, National Taipei University of Technology, Taipei 10608, Taiwan; Department of Materials and Mineral Resources Engineering, Institute of Mineral Resources Engineering, National Taipei University of Technology, Taipei 10608, Taiwan;",Analytical Methods,Royal Society of Chemistry (RSC),Taiwan,Nazar Riswana Barveen;Tzyy Jiann Wang;Yu Hsu Chang,,Research Article;,3/3/2022 0:00,10.1039/d2ay90017c,35244118.0,3/12/2020 0:00,10.1039/c9ay02347j,35178542.0,Retraction,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;,No,
35758,A 10 per cent increase in global land evapotranspiration from 2003 to 2019,(ENV) Climate Change;(ENV) Climatology;(ENV) Ground/Surface Water;,"NASA Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA; NASA Goddard Space Flight Center, Greenbelt, MD, USA;",Nature,Springer - Nature Publishing Group,United States,Madeleine Pascolini-Campbell;John T Reager;Hrishikesh A Chandanpurkar,https://retractionwatch.com/2022/03/03/nasa-researchers-retract-nature-paper-on-climate-change-and-evapotranspiration/,Research Article;,2/24/2022 0:00,10.1038/s41586-022-04525-3,35210594.0,5/26/2021 0:00,10.1038/s41586-021-03503-5,34040211.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
35643,Gastrin-releasing peptide receptor gene silencing inhibits the development of the epithelial–mesenchymal transition and formation of a calcium oxalate crystal in renal tubular epithelial cells in mice with kidney stones via the PI3K/Akt signaling pathway,(BLS) Biochemistry;(BLS) Biology - General;(BLS) Biology - Molecular;,"Department of Blood Purification, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China; Department of Nephrology, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China;",Journal of Cellular Physiology,Wiley,China,Xin Fang Wang;Bei Hao Zhang;Xiao Qing Lu;Rui Qiang Wang,,Research Article;,2/23/2022 0:00,10.1002/jcp.30668,35195915.0,8/24/2018 0:00,10.1002/jcp.27023,30144073.0,Retraction,+Error in Analyses;+Unreliable Results;,No,
35572,Elevation of circular RNA circ-POSTN facilitates cell growth and invasion by sponging miR-1205 in glioma,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Intensive Care Unit, First Hospital of Jilin University, Changchun, China; Department of Neurology and Neuroscience Center, First Hospital of Jilin University, Changchun, China; Department of Nephrology, First Hospital of Jilin University, Changchun;",Journal of Cellular Biochemistry,Wiley,China,Yimin Yang;Ying Zhang;Bin Chen;Lili Ding;Zhuang Mu;Yanhua Li,,Research Article;,2/21/2022 0:00,10.1002/jcb.30203,35188989.0,5/12/2019 0:00,10.1002/jcb.28916,31081163.0,Retraction,+Error in Analyses;+Unreliable Results;,No,
35571,The protective effects of TGR5 against ultraviolet B irradiation in epidermal stem cells,(BLS) Biology - Cellular;(BLS) Toxicology;,"Department of Dermatology, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China; Dermatology & STD Department, Luoyang Central Hospital Affiliated to Zhengzhou University, Zhengzhou, China;",Journal of Cellular Biochemistry,Wiley,China,Yuan Chang;Jianbin Yu,,Research Article;,2/21/2022 0:00,10.1002/jcb.30202,35188991.0,6/6/2019 0:00,10.1002/jcb.28765,31168815.0,Retraction,+Error in Analyses;+Unreliable Results;,No,
