Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
41913,The association between keratoconus and allergic eye diseases: A systematic review and meta-analysis,(HSC) Medicine - Ophthalmology;,"Bendigo Base Hospital, Bendigo, Victoria, Australia; Department of Ophthalmology, Centre for Eye Research Australia, East Melbourne, Victoria, Australia; Faculty of Science, Medicine and Health, University of Melbourne, Melbourne, Victoria, Australia; Department of Surgery, Alfred Health, Melbourne, Victoria, Australia;",Clinical & Experimental Ophthalmology,Wiley,Australia,Ishith Seth;Gabriella Bulloch;Michael Vine;Jospeh Outmezguine;Nimish Seth;James Every;Mark Daniell,,Meta-Analysis;,1/9/2023 0:00,10.1111/ceo.14195,36623824.0,2/2/2022 0:00,10.1111/ceo.14045,35050519.0,Retraction,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;+Unreliable Results;,No,
41843,Delayed Western Gotland Basin (Baltic Sea) ventilation in response to the onset of a Mid-Holocene climate oscillation,(ENV) Environmental Sciences;(ENV) Ground/Surface Water;(PHY) Geology;(PHY) Physics;,"Leibniz Institute for Baltic Sea Research Warnemünde - IOW, Marine Geology, Rostock, Germany; Lund University, Department of Geology, Quaternary Sciences, Lund, Sweden; GFZ German Research Centre for Geosciences, Section Climate Dynamics and Landscape Evolution, Potsdam, Germany; University of Potsdam, Institute of Geosciences, Potsdam, Germany; ETH Zurich, Laboratory of Ion Beam Physics, Zurich, Switzerland;",Quaternary Science Reviews,Elsevier,Germany;Sweden;Switzerland,Markus Czymzik;Olaf Dellwig;Raimund Muscheler;Patricia Roeser;Achim Brauer;Jerome Kaiser;Marcus Christl;Helge W Arz,,Research Article;,10/30/2021 0:00,10.1016/j.quascirev.2021.107253,0.0,10/30/2021 0:00,10.1016/j.quascirev.2021.107253,0.0,Retraction,+Date of Retraction/Other Unknown;+Error in Analyses;+Error in Results and/or Conclusions;,No,"date of retraction unknown, html page overwrite;"
41823,Total and hexavalent chromium and other potentially toxic element contamination of useful plant leaves in a polluted mining-smelting region of South Africa and health risks,(BLS) Plant Biology/Botany;(BLS) Toxicology;(ENV) Environmental Sciences;,"Unit for Environmental Sciences and Management, North-West University, Private Bag X2046, Mmabatho, 2790, South Africa; Unit for Environmental Sciences and Management, North-West University, Private Bag X6001, Potchefstroom, 2520, South Africa; Chemical Resource Beneficiation, North-West University, Potchefstroom Campus, Private Bag X6001, Potchefstroom, 2520, South Africa;",Environmental Advances,Elsevier,South Africa,Sutapa Adhikari;João Marcelo-Silva;Johan Paul Beukes;Pieter Gideon van Zyl;Ricart Barend Boneschans;Stefan John Siebert,,Research Article;,10/7/2022 0:00,10.1016/j.envadv.2022.100300,0.0,6/30/2022 0:00,10.1016/j.envadv.2022.100260,0.0,Retraction,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;,No,
41803,An Implicit Unconditionally Stable Integration Method for Nonlinear Structural Dynamics and Earthquake Engineering Problems,(PHY) Engineering - Structural;(PHY) Geology;,"Dept. of Civil Engineering, Nuh Naci Yazgan University, Kayseri, 38100, Turkey;",KSCE Journal of Civil Engineering,Springer,Turkey,Kamuran Ari,,Research Article;,12/10/2022 0:00,10.1007/s12205-022-1101-6,0.0,3/15/2022 0:00,10.1007/s12205-022-0101-x,0.0,Retraction,+Error in Analyses;+Error in Methods;,No,
41772,Assessment of the benefits of 3D printing of advanced thermosetting composites using process simulation and numerical optimisation,(B/T) Business - Manufacturing;(B/T) Computer Science;(B/T) Technology;,"Laboratory for Mechanical Systems Engineering, Swiss Federal Laboratories for Materials Science and Technology (Empa), Überlandstrasse 129, 8600 Dübendorf, Switzerland; School of Aerospace, Transport and Manufacturing, Cranfield University, Bedford MK43 0AL, UK;",Additive Manufacturing,Elsevier,Switzerland;United Kingdom,Giacomo Struzziero;Michel Barbezat;Alexandros Antonios Skordos,,Research Article;,12/12/2022 0:00,10.1016/j.addma.2022.103353,0.0,3/1/2022 0:00,10.1016/j.addma.2022.102719,0.0,Retraction,+Error in Analyses;+Error in Methods;,No,
41715,"Effects of emulsifier, betaine and L-carnitine on growth performance, immune response, gut morphology and nutrient digestibility in broiler chickens exposed to cyclic heat stress",(BLS) Biochemistry;(ENV) Food Science;,"Department of Animal Science, Faculty of Agriculture, Ilam University, Ilam, Iran; Department of Animal Science, Faculty of Agriculture and Environment, Arak University, Arak, 38156-8-8349, Iran;",British Poultry Science,Taylor and Francis,Iran,Jalal Yousefi;Kamran Taherpour;Hossein Ali Ghasemi;Mohammad Akbari Gharaei;Yahya Mahammadi;Farhad Rostami,,Research Article;,1/3/2023 0:00,10.1080/00071668.2022.2152959,36594350.0,9/14/2022 0:00,10.1080/00071668.2022.2124100,36103130.0,Retraction,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;,No,
41697,Study of Power Flow Optimisation for Distributed Energy Systems,(PHY) Engineering - Electrical;,"Pittsburgh College, Sichuan University, Chengdu 610225, Sichuan, China;",Journal of Physics: Conference Series,IOP Publishing,China,Tian Yi Shi,,Conference Abstract/Paper;,12/13/2022 0:00,10.1088/1742-6596/2271/1/012034,0.0,3/25/2022 0:00,10.1088/1742-6596/2271/1/012013,0.0,Retraction,+Error in Analyses;+Results Not Reproducible;+Unreliable Results;,No,
41679,"Prosthetic shape, but not stiffness or height, affects the maximum speed of sprinters with bilateral transtibial amputations",(HSC) Medicine - Rehabilitation/Therapy;(HSC) Medicine - Sports;,"Department of Kinesiology, California State University, Sacramento, California, United States of America; The George W. Woodruff School of Mechanical Engineering, Georgia Institute of Technology, Atlanta, Georgia, United States of America; School of Biological Sciences, Georgia Institute of Technology, Atlanta, Georgia, United States of America; Department of Integrative Physiology, University of Colorado, Boulder, Colorado, United States of America; Department of Veterans Affairs, Eastern Colorado Healthcare System, Aurora, Colorado, United States of America;",PLoS One,PLoS,United States,Paolo Taboga;Owen N Beck;Alena M Grabowski,,Research Article;,12/30/2022 0:00,10.1371/journal.pone.0280174,36584113.0,2/20/2020 0:00,10.1371/journal.pone.0229035,32078639.0,Retraction,+Concerns/Issues About Data;+Concerns/Issues About Results;+Concerns/Issues about Referencing/Attributions;+Error in Analyses;+Unreliable Results;,No,
41586,Attomolar SERS detection of organophosphorous pesticides using silver mirror-like micro-pyramids as active substrate,(PHY) Chemistry;(PHY) Crystallography/Spectroscopy;,"Departamento de Ingeniería Química y Tecnologías del Medio Ambiente, Instituto de Nanociencia de Aragón (INA), Universidad de Zaragoza, 50009, Zaragoza, Spain; Instituto de Ciencia de los Materiales de Aragón (ICMA), CSIC-Universidad de Zaragoza, 50009, Zaragoza, Spain; Mesoscale Chemical Systems, MESA+ Institute for Nanotechnology, University of Twente, P.O. Box 217, 7500 AE, Enschede, The Netherlands; MESA+ NanoLab cleanroom, MESA+ Institute for Nanotechnology, University of Twente, P.O. Box 217, 7500 AE, Enschede, The Netherlands; Centro Universitario de la Defensa, Carretera Huesca s/n, 50090, Zaragoza, Spain;",Microchimica Acta,Springer,Netherlands;Spain,Marta Lafuente;Erwin J W Berenschot;Roald M Tiggelaar;Sergio G Rodrigo;Reyes Mallada;Miels R Tas;Maria P Pina,,Research Article;,12/28/2022 0:00,10.1007/s00604-022-05620-y,36576649.0,3/26/2020 0:00,10.1007/s00604-020-4216-9,32219540.0,Retraction,+Concerns/Issues About Image;+Contamination of Materials (General);+Error in Analyses;+Unreliable Results;,No,
41503,Could implant position influence the peri-implant parameters in edentulous mandibles of diabetics rehabilitated with overdentures? A split-mouth randomized study,(HSC) Medicine - Dentistry;(HSC) Medicine - Diabetes;(HSC) Medicine - Surgery;,"Dental Research Division, School of Dentistry, Paulista University, São Paulo, Brazil",International Journal of Oral and Maxillofacial Surgery,Elsevier,Brazil,A Conte;B Ghiraldini;PHF Denófrio;F V Ribeiro;S P Pimentel;M Z Casati;M G Corrêa;F R Cirano,,Article in Press;Clinical Study;,3/12/2021 0:00,10.1016/j.ijom.2021.02.025,0.0,3/12/2021 0:00,10.1016/j.ijom.2021.02.025,33715937.0,Retraction,+Error in Analyses;,No,
