Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
21538,Targeting ceramide synthase 6-dependent metastasis-prone phenotype in lung cancer cells,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Molecular;,"Division of Molecular Carcinogenesis, Nagoya University Graduate School of Medicine, Nagoya, Japan; Department of Pathology and Laboratory Medicine, Nagoya University Hospital, Nagoya, Japan; Division of Applied Life Science, Graduate School of Engineering, Sojo University, Kumamoto, Japan; Department of Medical Technology, Nagoya University Graduate School of Health Sciences, Nagoya, Japan; Department of Thoracic Surgery, Nagoya University Graduate School of Medicine, Nagoya, Japan; Department of Respiratory Medicine, Nagoya University Graduate School of Medicine, Nagoya, Japan; Laboratory of Biomembrane and Biofunctional Chemistry, Faculty of Advanced Life Science, Hokkaido University, Sapporo, Japan; Division of Glycopathology, Institute of Molecular Biomembrane and Glycobiology, Tohoku Pharmaceutical University, Sendai, Japan; Department of Molecular and Cellular Pathobiology and Therapeutics, Graduate School of Pharmaceutical Sciences, Nagoya City University, Nagoya, Japan; Department of Drug Informatics, Gifu Pharmaceutical University, Gifu, Japan; Division of Microbiology and Molecular Cell Biology, Nihon Pharmaceutical University, Saitama, Japan;",The Journal of Clinical Investigation (JCI),American Society for Clinical Investigation,Japan,Motoshi Suzuki;Ke Cao;Seiichi Kato;Yuji Komizu;Naoki Mizutani;Kouji Tanaka;Chinatsu Arima;Mei Chee Tai;Kiyoshi Yanagisawa;Norie Togawa;Takahiro Shiraishi;Noriyasu Usami;Tetsuo Taniguchi;Takayuki Fukui;Kohei Yokoi;Keiko Wakahara;Yoshinori Hasegawa;Yukiko Mizutani;Yasuyuki Igarashi;Jin Ichi Inokuchi;Soichiro Iwaki;Satoshi Fujii;Akira Satou;Yoko Matsumoto;Ryuichi Ueoka;Keiko Tamiya-Koizumi;Takashi Murate;Mitsuhiro Nakamura;Mamoru Kyogashima;Takashi Takahashi,,Research Article;,11/1/2019 0:00,10.1172/JCI133806,31674925.0,12/7/2015 0:00,10.1172/JCI79775,26650179.0,Retraction,+Error in Analyses;+Error in Cell Lines/Tissues;+Error in Image;+Error in Results and/or Conclusions;+Investigation by Company/Institution;+Upgrade/Update of Prior Notice;,No,
21535,"First-principle investigations of structural, electronic, magnetic and optical properties of bulk BiVO3",(PHY) Chemistry;(PHY) Crystallography/Spectroscopy;,"School of Physics and Electronics Science, Hunan University, Changsha, Hunan 410082, People's Republic of China;",RSC Advances,Royal Society of Chemistry (RSC),China,Biao Liu;Li Juan Wu;Yu Qing Zhao;Lin Zhi Wang;Meng Qiu Cai,,Research Article;,4/26/2019 0:00,10.1039/C9RA90029B,35559599.0,9/23/2016 0:00,10.1039/C6RA17053F,0.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;+Unreliable Results;,No,
21533,Visible-light-induced oxidative difunctionalization of styrenes: synthesis of a-trifluoromethylthio-substituted ketones,(PHY) Chemistry;,"Department of Chemistry (Centre of Advanced Study), Institute of Science, Banaras Hindu University, Varanasi-221005, India;",Chemical Communications,Royal Society of Chemistry (RSC),India,Arvind Kumar Yadav;Krishna Nand Singh,,Research Article;,10/31/2019 0:00,10.1039/C9CC90479D,31667487.0,1/29/2018 0:00,10.1039/c7cc09953c,29400384.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
21528,Comparison of Clinical Significance of Cognitive-Behavioral Therapy and Psychodynamic Therapy for Major Depressive Disorder,(SOC) Psychology;,"Translational Science on Brain Disorders, Department of Health and Behavior, Catholic University of Pelotas, Pelotas, Rio Grande do Sul, Brazil;",Journal of Nervous and Mental Disease,Wolters Kluwer - Lippincott Williams & Wilkins,Brazil,Mariana Carret Soares;Thaise Campos Mondin;Giovanna del Grande da Silva;Luana Porto Barbosa;Mariane Lopez Molina;Karen Jansen;Luciano Dias de Mattos Souza;Ricardo Azevedo da Silva,,Research Article;,10/31/2019 0:00,10.1097/NMD.0000000000001113,31663929.0,9/1/2018 0:00,10.1097/NMD.0000000000000872,30124572.0,Retraction,+Date of Retraction/Other Unknown;+Error in Analyses;,No,"retraction date unknown, estimated from notifications"
21514,"Absolute Stereostructures and Biogenetic Relationships of Phomopsols A and B, Including the First Axially Chiral Polyketide-Derived Alkaloid, from the Mangrove Endophytic Fungus Phomopsis sp. xy21",(PHY) Chemistry;,"School of Pharmaceutical Sciences, Southern Medical University, 1838 Guangzhou Avenue North, Guangzhou 510515, P. R. China; Marine Drugs Research Center, College of Pharmacy, Jinan University, 601 Huangpu Avenue West, Guangzhou 510632, P. R. China;",Organic Letters,American Chemical Society (ACS),China,Wan Shan Li;Han Bo Hu;Zhong Hui Huang;Ren Jie Yan;Li Wen Tian;Jun Wu,,Research Article;,6/3/2019 0:00,10.1021/acs.orglett.9b01536,31184190.0,6/3/2019 0:00,10.1021/acs.orglett.9b01536,31184190.0,Retraction,+Error in Analyses;+Retract and Replace;,No,see: https://pubs.acs.org/doi/abs/10.1021/acs.orglett.9b02906;
21503,Two new oxygen-containing biomarkers isolated from the Chinese Maoming oil shale by silica gel column chromatography and preparative gas chromatography,(BLS) Biochemistry;(BLS) Biology - Cellular;(PHY) Crystallography/Spectroscopy;(PHY) Energy;,"State Key Laboratory of Organic Geochemistry,Guangzhou Institute of Geochemistry, ChineseAcademy of Sciences, Guangzhou, China; University of Chinese Academy of Sciences,Beijing, China;",Journal of Separation Science,Wiley,China,Xiangyun Zhang;Hong Lu;Jing Liao;Caiming Tang;Guoying Sheng;Ping'an Peng,,Research Article;,10/22/2019 0:00,10.1002/jssc.201970194,0.0,12/7/2016 0:00,10.1002/jssc.201600951,27925402.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,Yes,
21491,An in vitro model for quantifying chemical transfer from fabric to and through skin,(BLS) Toxicology;(HSC) Medicine - Dermatology;(HSC) Public Health and Safety;(PHY) Chemistry;,"Department of Environmental & Occupational Health Sciences, University of Washington, 4225 Roosevelt Way NE Suite 100, Seattle, WA, 98105, USA; Department of Environmental & Occupational Health Sciences, University of Washington, 1959 NE Pacific Street, Seattle, WA, 98195, USA; Research & Development, Seventh Generation Inc., 60 Lake Street, Ste. 3N, Burlington, VT, 05401, USA;",Journal of Exposure Science & Environmental Epidemiology,Springer - Nature Publishing Group,United States,Julia L Marks;John C Kissel;Jeffry H Shirai;Richard Fenske;Cara A M Bondi,,Research Article;,10/1/2019 0:00,10.1038/s41370-018-0047-8,29855516.0,6/1/2018 0:00,10.1038/s41370-018-0047-8,29855516.0,Retraction,+Date of Retraction/Other Unknown;+Error by Journal/Publisher;+Error in Analyses;+Lack of Approval from Author;,No,
21474,"Ni2[LnCl6] (Ln = EuII, CeII, GdII): the first LnII compounds stabilized in a pure inorganic lattice",(PHY) Chemistry;(PHY) Crystallography/Spectroscopy;,"Universidad Andres Bello, Facultad de Ciencias Exactas, Departamento de Ciencias Químicas, Santiago, Chile; Universite de Rennes 1, Institut des Sciences Chimiques de Rennes, UMR 6226, France; CEDENNA, Santiago, Chile; Universidad de Santiago de Chile, Facultad de Química y Biología, Departamento de Química de los Materiales, Santiago, Chile;",Chemical Communications,Royal Society of Chemistry (RSC),Chile;France,Bianca Baldo;Francisco Rubio;Erwin Flores;Andres Vega;Nathalie Audebrand;Diego Venegas-Yazigi;Veronica Paredes-Garcia,,Research Article;,10/18/2019 0:00,10.1039/c9cc90457c,31624821.0,6/11/2018 0:00,10.1039/c7cc09921e,29926015.0,Retraction,+Error in Analyses;+Error in Data;+Unreliable Results;,No,
21458,Evaluation of the predictive performance of the principal component two-parameter estimator,(PHY) Statistics;,"College of Data Science and Information Engineering, Guizhou Minzu University, Guizhou, Guiyang 550025, China;",Concurrency and Computation: Practice and Experience,Wiley,China,Rong Li;Fei Li;Jiewu Huang,,Research Article;,10/17/2019 0:00,10.1002/cpe.5562,0.0,6/7/2018 0:00,10.1002/cpe.4710,0.0,Retraction,+Error in Analyses;+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;,No,
21442,Fluid-Structure Interaction-Based Biomechanical Perception Model for Tactile Sensing,(B/T) Computer Science;(B/T) Technology;(BLS) Anatomy/Physiology;(BLS) Neuroscience;,"Institute of Automation, Chinese Academy of Sciences, Beijing, China;",PLoS One,PLoS,China,Zheng Wang,,Research Article;,10/16/2019 0:00,10.1371/journal.pone.0224189,31618248.0,11/19/2013 0:00,10.1371/journal.pone.0079472,24260228.0,Retraction,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;+Investigation by Journal/Publisher;,No,
