Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
32260,LncRNA HCG11 regulates proliferation and apoptosis of vascular smooth muscle cell through targeting miR‑144‑3p/FOXF1 axis in atherosclerosis,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Clinical laboratory, The First Affiliated Hospital of Xi’an Jiaotong University, Xi’an, Shaanxi, 710061, China; Department of Clinical Laboratory, Weapon Industry 206 Hospital, Xi’an, Shaanxi, 710061, China; Laboratory Animal Center, Xi’an Jiaotong University School of Medicine, Xi’an, Shaanxi, 710061, China;",Biological Research,Springer - Biomed Central (BMC),China,Yi Liu;Xiyun Cui;Cong Wang;Sihai Zhao,,Research Article;,9/9/2021 0:00,10.1186/s40659-021-00352-4,34503580.0,10/2/2020 0:00,10.1186/s40659-020-00306-2,33008472.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
32242,Zinc for the common cold,(HSC) Medicine - General;(HSC) Medicine - Infectious Disease;,"Bellbowrie, Australia;",Cochrane Database of Systematic Reviews,Wiley,Australia,Ian IR Marshall,http://retractionwatch.com/2015/10/07/concerns-cause-cochrane-to-withdraw-review-on-zinc-for-colds/,Review Article;,4/30/2015 0:00,10.1002/14651858.CD001364.pub5,25924708.0,4/26/1999 0:00,10.1002/14651858.CD001364,10796643.0,Retraction,+Error in Analyses;+Plagiarism of Text;+Removed;,No,
32241,Zinc for the common cold (Pub 2),(HSC) Medicine - General;(HSC) Medicine - Infectious Disease;,"Bellbowrie, Australia;",Cochrane Database of Systematic Reviews,Wiley,Australia,Ian IR Marshall,http://retractionwatch.com/2015/10/07/concerns-cause-cochrane-to-withdraw-review-on-zinc-for-colds/,Review Article;Revision;,4/30/2015 0:00,10.1002/14651858.CD001364.pub5,25924708.0,7/19/2006 0:00,10.1002/14651858.CD001364.pub2,17636670.0,Retraction,+Error in Analyses;+Plagiarism of Text;+Removed;,No,
32240,Zinc for the common cold (Pub 3),(HSC) Medicine - General;(HSC) Medicine - Infectious Disease;,"Department of Pediatrics, Post Graduate Institute of Medical Education and Research, Chandigarh, India;",Cochrane Database of Systematic Reviews,Wiley,India,Meenu Singh;Rashmi Ranjan Das,http://retractionwatch.com/2015/10/07/concerns-cause-cochrane-to-withdraw-review-on-zinc-for-colds/,Review Article;Revision;,4/30/2015 0:00,10.1002/14651858.CD001364.pub5,25924708.0,2/16/2011 0:00,10.1002/14651858.CD001364.pub3,21328251.0,Retraction,+Error in Analyses;+Plagiarism of Text;+Removed;,No,
32133,Predatory publishing in Scopus: evidence on cross-country differences,(HUM) Journalism;(SOC) Ethics/Bioethics;,"CERGE-EI, a joint workplace of Charles University and the Economics Institute of the Czech Academy of Sciences, Politickych veznu 7, Prague 1, 111 21, Czech Republic; Faculty of Social Sciences, Czech Republic and Institute of Economic Studies, Charles University, Prague, Czech Republic;",Scientometrics,Springer,Czech Republic,Vit Macháček;Martin Srholec,http://retractionwatch.com/2021/09/07/authors-object-after-springer-nature-journal-cedes-to-publisher-frontiers-demand-for-retraction/;https://retractionwatch.com/2022/12/05/board-members-decry-their-own-journals-retraction-of-paper-on-predatory-publishers/,Research Article;,9/6/2021 0:00,10.1007/s11192-021-04149-w,0.0,2/7/2021 0:00,10.1007/s11192-020-03852-4,33583977.0,Retraction,+Error in Analyses;+Error in Methods;+Unreliable Results;,No,
32059,Long noncoding RNA H19 regulates HIF-1α/AXL signaling through inhibiting miR-20b-5p in endometrial cancer,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Gynecology and Obstetrics, The Second Hospital of Jilin University, Changchun, Jilin, China; Department of Ophthalmology, China-Japan Union Hospital of Jilin University, Changchun, Jilin, China;",Cell Cycle,Taylor and Francis,China,He Zhu;Yue Mei Jin;Xue Man Lyu;Li Mei Fan;Fei Wu,,Research Article;,9/1/2021 0:00,10.1080/15384101.2021.1971875,34468268.0,8/14/2019 0:00,10.1080/15384101.2019.1648958,31411527.0,Retraction,+Error in Analyses;+Paper Mill;+Unreliable Results;,No,
32044,Characteristic analysis of operation curve of energy storage system considering typical weather conditions to suppress photovoltaic power fluctuation,(ENV) Climatology;(PHY) Energy;(PHY) Engineering - Electrical;,"Department of Law and Politics, North China Electric Power University, Baoding, Hebei 071000, China; School of Electrical and Electronic Engineering, North China Electric Power University, Beijing 102206, China;",Journal of Renewable and Sustainable Energy,AIP Publishing,China,Huiqing Shi;Ruolan Wang,,Research Article;,8/25/2021 0:00,10.1063/5.0064721,0.0,11/28/2018 0:00,10.1063/1.5054391,0.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
32030,The effects of viewing violent movie via computer on aggressiveness among college students,(SOC) Psychology;(SOC) Sports and Recreation;,"Department of Psychology, Southwest University, Chongqing 400715, China; School of Applied Technology, Southwest University, Chongqing 401147, China; Center for the Study of Mental Health Education, Southwest University, Chongqing 400715, China;",Computers in Human Behavior,Elsevier,China,Qian Zhang;Da Jun Zhang,,Research Article;,7/15/2021 0:00,10.1016/j.chb.2021.106874,0.0,3/29/2014 0:00,10.1016/j.chb.2014.03.008,0.0,Retraction,+Error in Analyses;+Unreliable Results;,No,
32018,Semantic and prosodic threat processing in trait anxiety: is repetitive thinking influencing responses?,(SOC) Psychology;,"Division of Psychology and Language Sciences, University College London, London, UK;",Cognition and Emotion,Taylor and Francis,United Kingdom,Simon Busch-Moreno;Jyrki Tuomainen;David Vinson,,Research Article;,8/31/2021 0:00,10.1080/02699931.2021.1955568,34463207.0,8/14/2020 0:00,10.1080/02699931.2020.1804329,32791880.0,Retraction,+Error in Analyses;,No,
32006,Leadership Variables and Business Performance: Mediating and Interaction Effects,(B/T) Business - Management;,"East China Normal University, Shanghai, China; Macquarie University, Sydney, New South Wales, Australia; Australian Catholic University, North Sydney, New South Wales, Australia;",Journal of Leadership & Organizational Studies,SAGE Publications,Australia;China,Fenwick Feng Jing;Gayle C Avery,,Research Article;,8/10/2021 0:00,10.1177/15480518211038219,0.0,1/24/2019 0:00,10.1177/1548051818824532,0.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
