Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
16358,Polar and apolar extra virgin olive oil and leaf extracts as a promising anti-inflammatory natural treatment for osteoarthritis,(BLS) Plant Biology/Botany;(BLS) Toxicology;(HSC) Medicine - Immunology;,"Biotechnology Laboratory of Olive Tree, Centre of Biotechnology of BorjCedreya, University of Carthage, Tunisia; Department of Biomedical and Biotechnological Sciences, Human Anatomy and Histology Section, School of Medicine, University of Catania, Italy; Department of Biomedical and Biotechnological Sciences, Physiology Section, School of Medicine, University of Catania, Italy; Department of Agricultural and Food Sciences, Alma Mater Studiorum—University of Bologna, p.zza Goindanich 60, 47521 Cesena (FC), Italy; Biotechnology Laboratory of Olive Tree, Centre of Biotechnology of BorjCedreya, Tunisia; Department of Clinical and Experimental Medicine, Occupational Medicine, University of Catania, Catania, Italy; Department of Health, Institut des Etudes Universitaries, UniPoliSI, Veyras, Switzerland;",Acta Histochemica,Elsevier,Italy;Switzerland;Tunisia,Houda Nsir;Marta Anna Szychlinska;Venera Cardile;Adriana Carol Eleonora Graziano;Rosanna Avola;Hanen Esafi;Alessandra Bendini;Mokhtar Zarouk;Carla Loreto;Venerando Rapisarda;Paola Castrogiovanni;Giuseppe Musumeci,,Research Article;,5/1/2017 0:00,10.1016/j.acthis.2017.04.005,28461019.0,4/29/2017 0:00,10.1016/j.acthis.2017.04.005,28461019.0,Retraction,+Error in Analyses;+Error in Data;+Error in Image;+Objections by Third Party;,No,
16338,Lower buffet prices lead to less taste satisfaction,(B/T) Business - Marketing;(SOC) Psychology;,"Dyson School of Applied Economics and Management, Cornell University, Ithaca, NY; Institute of Social Sciences, Marmara University, Istanbul, Turkey; Cornell Food and Brand Lab, Dyson School of Applied Economics and Management, Cornell University, Ithaca, NY;",Journal of Sensory Studies,Wiley,Turkey;United States,David R Just;Ozge Sigirci;Brian Wansink,http://retractionwatch.com/2017/02/02/backlash-prompts-prominent-nutrition-researcher-reanalyze-multiple-papers/;http://retractionwatch.com/?s=brian+wansink;http://retractionwatch.com/2017/04/06/cornell-finds-mistakes-not-misconduct-papers-high-profile-nutrition-researcher/;http://retractionwatch.com/2017/09/19/another-retraction-hits-high-profile-food-researcher-fire/,Research Article;,8/2/2017 0:00,10.1111/joss.12279,0.0,9/14/2014 0:00,10.1111/joss.12117,0.0,Correction,+Error in Analyses;+Error in Results and/or Conclusions;+Investigation by Company/Institution;,No,
16337,Frosting on the cake: pictures on food packaging bias serving size,(B/T) Business - Marketing;(SOC) Psychology;,"Cornell Food and Brand Lab, Cornell University, Ithaca, NY, USA; Dyson School of Applied Economics and Management, Cornell University, 475 Warren Hall, Ithaca, NY 14853-7801, USA; Eller School of Management, University of Arizona, Tuscon, AZ, USA;",Public Health Nutrition,Cambridge University Press,United States,John Brand;Brian Wansink;Abby Cohen,,Research Article;,4/26/2017 0:00,10.1017/S1368980017000623,28443525.0,3/30/2016 0:00,10.1017/S1368980016000458,27022823.0,Correction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
16335,Optical pumping nuclear magnetic resonance system rotating in a plane parallel to the quantization axis,(PHY) Physics;,"College of Optoelectronic Science and Engineering, National University of Defense Technology, Changsha 410073, China;",Chinese Physics B,IOP Publishing,China,Zhi-Chao Ding;Jie Yuan;Hui Luo;Xing-Wu Long,,Research Article;,10/1/2017 0:00,10.1088/1674-1056/26/11/113301,0.0,8/30/2017 0:00,10.1088/1674-1056/26/11/113301,0.0,Retraction,+Error in Analyses;,No,
16328,Oligoarginine peptides slow strand annealing and assist non-enzymatic RNA replication,(BLS) Biology - Cellular;(BLS) Biology - Molecular;(BLS) Genetics;,"Department of Molecular Biology and Center for Computational and Integrative Biology, Howard Hughes Medical Institute, Massachusetts General Hospital, 185 Cambridge Street, Boston, Massachusetts 02114, USA; Department of Chemistry and Chemical Biology, Harvard University, 12 Oxford Street, Cambridge, Massachusetts 02138, USA; Earth-Life Science Institute, Tokyo Institute of Technology, 2-12-1-IE-1 Ookayama, Meguro-ku, Tokyo 152-8550, Japan; Department of Genetics, Harvard Medical School, 77 Avenue Louis Pasteur, Boston, Massachusetts 02115, USA;",Nature Chemistry,Springer - Nature Publishing Group,Japan;United States,Tony Z Jia;Albert C Fahrenbach;Neha P Kamat;Katarzyna P Adamala;Jack W Szostak,http://retractionwatch.com/2017/12/05/definitely-embarrassing-nobel-laureate-retracts-non-reproducible-paper-nature-journal/,Research Article;,11/23/2017 0:00,10.1038/nchem.2885,29168488.0,6/27/2016 0:00,10.1038/nchem.2551,27657866.0,Retraction,+Error in Analyses;+Results Not Reproducible;,No,
16233,The reductive phase of Rhodobacter sphaeroides cytochrome c oxidase disentangled by CO ligation,(BLS) Biochemistry;(PHY) Physics;,"Experimental Molecular Biophysics, Freie Universität Berlin, Arnimallee 14, 14195 Berlin, Germany; Institute of Chemistry and Biochemistry, Freie Universität Berlin, Fabeckstraße 36A, 14195 Berlin, Germany;",Physical Chemistry Chemical Physics (PCCP),Royal Society of Chemistry (RSC),Germany,Hendrik Mohrmann;Jovan Drageli;Federico Baserga;Ernst-Walter Knapp;Sven T Stripp;Joachim Heberle,,Research Article;,11/21/2017 0:00,10.1039/c7cp90263h,29159336.0,10/25/2017 0:00,10.1039/c7cp06480b,29067359.0,Retraction,+Error in Analyses;,No,
16231,Poverty and Trends in 3 Common Chronic Disorders,(B/T) Business - Economics;(HSC) Medicine - Neurology;(HSC) Medicine - Pediatrics;(HSC) Medicine - Psychiatry;(HSC) Public Health and Safety;,"Department of Pediatrics, Children’s Hospital of Pittsburgh of University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania; Semel Institute for Neuroscience and Human Behavior, University of California, Los Angeles, Los Angeles, California; Department of Pediatrics, Nationwide Children’s Hospital, The Ohio State University, Columbus, Ohio; Department of Physical Medicine and Rehabilitation, University of Pittsburgh, Pittsburgh, Pennsylvania;",Pediatrics,American Academy of Pediatrics,United States,Christian D Pulcini;Bonnie T Zima;Kelly J Kelleher;Amy J Houtrow,,Research Article;,10/17/2017 0:00,10.1542/peds.2017-3005,29042420.0,2/13/2017 0:00,10.1542/peds.2016-2539,28193790.0,Retraction,+Error in Analyses;+Retract and Replace;,Yes,
16221,Identification of Peptidoglycan Hydrolase Constructs with Synergistic Staphylolytic Activity in Cow’s Milk,(BLS) Biochemistry;(BLS) Biology - Cellular;(BLS) Biology - Molecular;(BLS) Genetics;,"Institute of Food, Nutrition and Health, ETH Zurich, Zurich, Switzerland; Animal Biosciences and Biotechnology Laboratory, ANRI, NEA, ARS, U.S. Department of Agriculture, Beltsville, Maryland, USA;",Applied and Environmental Microbiology,American Society for Microbiology,Switzerland;United States,Carolin T Verbree;Steven M Datwyler;Susanne Meile;Fritz Eichenseher;David M Donovan;Martin J Loessner;Mathias Schmelcher,,Research Article;,11/16/2017 0:00,10.1128/AEM.02100-17,29146591.0,3/17/2017 0:00,10.1128/AEM.03445-16,28159785.0,Retraction,+Error in Analyses;+Error in Data;,No,
16202,"Effects of Weapons on Aggressive Thoughts, Angry Feelings, Hostile Appraisals, and Aggressive Behavior: A Meta-Analytic Review of the Weapons Effect Literature",(SOC) Psychology;,"University of Arkansas-Fort Smith, USA; Virginia Commonwealth University, Richmond, USA; The Ohio State University, Columbus, USA;",Personality & Social Psychology Bulletin,SAGE Publications,United States,Arlin J Benjamin;Sven Kepes;Brad J Bushman,http://retractionwatch.com/?s=brad+bushman;http://retractionwatch.com/2017/11/20/losing-two-video-game-violence-papers-co-authors-weapons-paper-flagged/,Meta-Analysis;,11/1/2017 0:00,10.1177/1088868317741275,29140755.0,9/17/2017 0:00,10.1177/1088868317725419,28918699.0,Expression of concern,+Error in Analyses;,No,
16167,"Background rates of erosion and sediment generation in the Potomac River basin, USA, derived using in situ 10Be, meteoric 10Be, and 9Be",(ENV) Ecology;(ENV) Environmental Sciences;(PHY) Geology;,"Department of Earth and Environmental Sciences, University of Michigan, Ann Arbor, Michigan 48109, USA; Geology Department and Rubenstein School of the Environment and Natural Resources, University of Vermont, Burlington, Vermont 05405, USA; Geology Department, University of Vermont, Burlington, Vermont 05405, USA; Department of Earth Science and Engineering, Imperial College London, South Kensington Campus, London, SW7 2AZ, UK; Center for Accelerator Mass Spectrometry, Lawrence Livermore National Laboratory, Livermore, California 94550, USA; 5 Consulting Geologist, Takoma Park, Maryland 20912, USA",GSA Bulletin,Geological Society of America,United Kingdom;United States,Eric W Portenga;Paul R Bierman;Charles D Trodick;Sophie E Greene;Benjamin D DeJong;Dylan H Rood;Milan J Pavich,,Research Article;,3/2/2017 0:00,10.1130/B31543.1,0.0,1/27/2017 0:00,10.1130/B31543.1,0.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
