Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
23724,Non-invasive investigation of predominant processes in the impedance spectra of high energy lithium-ion batteries with Nickel–Cobalt–Aluminum cathodes,(PHY) Energy;(PHY) Engineering - Electrical;,"Electrochemical Energy Conversion and Storage Systems, Institute for Power Electronics and Electrical Drives (ISEA), RWTH Aachen University, Jaegerstrasse 17/19, 52066, Aachen, Germany; Institute for Power Generation and Storage Systems (PGS), E.ON ERC, RWTH Aachen University, Germany; Juelich Aachen Research Alliance, JARA-Energy, Germany;",Journal of Power Sources,Elsevier,Germany,Pouyan Shafiei Sabet;Gereon Stahl;Dirk Uwe Sauer,,Research Article;,7/1/2020 0:00,10.1016/j.jpowsour.2020.228297,0.0,11/6/2018 0:00,10.1016/j.jpowsour.2018.10.024,0.0,Retraction,+Error in Analyses;+Retract and Replace;,No,see: https://doi.org/10.1016/j.jpowsour.2020.228189
23723,A fractional model for predator-prey with omnivore,(BLS) Zoology;(PHY) Statistics;,"Department of Mathematics Education, University of Education, Winneba (Kumasi Campus), Kumasi, Ghana; Institute for Groundwater Studies, University of the Free State, Bloemfontein 9301, South Africa; Mathematics Department, College of Sciences and Humanities Studies Al-Kharj, Prince Sattam Bin Abdulaziz University, Al-Kharj, Saudi Arabia; Department of Basic Science, Faculty of Computers and Informatics, Suez Canal University, Ismailia 41522, Egypt;",Chaos,AIP Publishing,Egypt;Ghana;Saudi Arabia;South Africa,Ebenezer Bonyah;Abdon Atangana;Abdelalim A Elsadany,http://retractionwatch.com/2021/02/03/mathematician-ranked-as-clarivate-highly-cited-researcher-has-third-paper-retracted/,Research Article;,7/7/2020 0:00,10.1063/5.0009657,32752641.0,1/24/2019 0:00,10.1063/1.5079512,30709128.0,Retraction,+Concerns/Issues About Results;+Error in Analyses;,No,
23702,"Preparation and evaluation mechanical, chemical and thermal properties of hybrid jute and coir fibers reinforced bio-composites using poly-lactic acid and poly-caprolactone blends",(BLS) Plant Biology/Botany;(PHY) Materials Science;,"Department of Textile Science & Engineering, Zhejiang Sci-Tech University, Hangzhou, Zhejiang 310018, People's Republic of China;",Materials Research Express,IOP Publishing,China,Md Muzammel Hossen;Jianyong Feng;Yin Yuxiang;Wenbin Jiang,,Research Article;,6/22/2020 0:00,10.1088/2053-1591/ab952b,0.0,2/24/2020 0:00,10.1088/2053-1591/ab748a,0.0,Retraction,+Error in Analyses;+Error in Image;+Unreliable Results;,No,
23688,Secure BB84-type quantum key distribution with a simple phase error formula,(B/T) Computer Science;(B/T) Technology;,"National Laboratory of Solid State Microstructures and School of Physics, Nanjing University, Nanjing 210093, China; Zhongchuangwei Quantum Co., Ltd., Beijing 101400, China;",Optics Letters,Optica (formerly Optical Society of America -OSA-),China,Hua Lei Yin;Zeng Bing Chen,,Research Article;,6/17/2020 0:00,10.1364/OL.399898,32630851.0,3/17/2020 0:00,10.1364/OL.387877,32235959.0,Retraction,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;,No,
23650,Melioidosis: Clinical impact and public health threat in the tropics,(HSC) Biostatistics/Epidemiology;(HSC) Medicine - Infectious Disease;(HSC) Public Health and Safety;,"Department of Physiology, NUS Immunology Programme, Centre for Life Sciences, Yong Loo Lin School of Medicine, National University Health System (NUHS), National University of Singapore, Singapore, Integrated Toxicology Division, US Army Medical Research Institute of Infectious Diseases, Fort Detrick, Maryland, United States of America, 3 Department of Pharmacology, Yong Loo Lin School of Medicine, NUHS, National University of Singapore, Singapore;",PLoS Neglected Tropical Diseases,PLoS,Singapore,Ramar Perumal Samy;Bradley G Stiles;Gautam Sethi;Lina H K Lim,,Review Article;,7/1/2020 0:00,10.1371/journal.pntd.0008441,32609720.0,5/11/2017 0:00,10.1371/journal.pntd.0004738,28493905.0,Retraction,+Concerns/Issues about Referencing/Attributions;+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;+Error in Text;,No,see also: https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0007123
23640,Listeners Are Maximally Flexible in Updating Phonetic Beliefs Over Time,(SOC) Communications;,"Department of Speech, Language, and Hearing Sciences, University of Connecticut, 850 Bolton Road, Unit 1085, Storrs, CT, 06269, USA;",Psychonomic Bulletin & Review,Springer,United States,David Saltzman;Emily Myers,,Research Article;,6/25/2020 0:00,10.3758/s13423-020-01765-0,32588197.0,9/18/2017 0:00,10.3758/s13423-017-1376-7,28924946.0,Retraction,+Error in Analyses;+Error in Methods;+Unreliable Results;,No,
23636,MicroRNA-322 Cluster Promotes Tau Phosphorylation via Targeting Brain-Derived Neurotrophic Factor,(BLS) Biochemistry;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Pathology, The Affiliated Hospital of Guizhou Medical University, Guiyang, 550004, People’s Republic of China; Department of Pathology, Graduate School of Medicine, Guizhou Medical University, Guiyang, 550004, People’s Republic of China; The Shijiazhuang Second Hospital of Hebei Province, Shijiazhuang, 050051, People’s Republic of China; Department of Immunology, Basic School of Medicine, Guizhou Medical University, Guiyang, 550004, People’s Republic of China;",Neurochemical Research,Springer,China,Jun Zhang;Zanchao Liu;Yuanyuan Pei;Wen Yang;Chicu Xie;Shiqi Long,,Research Article;,6/25/2020 0:00,10.1007/s11064-020-03077-0,32588250.0,2/20/2018 0:00,10.1007/s11064-018-2475-1,29464486.0,Retraction,+Concerns/Issues About Data;+Error in Analyses;+Error in Results and/or Conclusions;+Investigation by Journal/Publisher;,No,
23595,Topological analysis of carbon and boron nitride nanotubes,(PHY) Materials Science;(PHY) Nanotechnology;,"Department of Mathematics, The Islamia University of Bahawalpur, Bahawalpur, 63100, Pakistan; Department of Mathematics, King Saud University, Riyadh, 11362, Kingdom of Saudi Arabia; Department of Mathematics, University of Education Lahore, Jauharabad, 41200, Pakistan;",Scientific Reports,Springer - Nature Publishing Group,Pakistan;Saudi Arabia,Awais Yousaf;Hanan Alolaiyan;Muhammad Nadeem;Abdul Razaq,,Research Article;,6/16/2020 0:00,10.1038/s41598-020-67084-5,32546792.0,1/30/2020 0:00,10.1038/s41598-020-58372-1,32001754.0,Retraction,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;,No,
23588,Application of 4% chlorhexidine to the umbilical cord stump of newborn infants in lower income countries: a systematic review and meta-analysis,(BLS) Toxicology;(HSC) Biostatistics/Epidemiology;(HSC) Medicine - Obstetrics/Gynecology;,"College of Health and Medical Sciences, Haramaya University, Harar, Ethiopia; Department of Reproductive Health and Health Service Management, School Of Public Health, Addis Ababa University, Addis Ababa, Ethiopia;","Maternal Health, Neonatology and Perinatology",Springer,Ethiopia,Aklilu Abrham Roba;Maleda Tefera;Teshager Worku;Tamirat Tesfaye Dasa;Abiy Seifu Estifanos;Nega Assefa,,Meta-Analysis;,6/16/2020 0:00,10.1186/s40748-020-00118-y,32549992.0,10/17/2019 0:00,10.1186/s40748-019-0111-y,31641528.0,Retraction,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;,No,
23577,"Slimming to the Death: Herbalife®-Associated Fatal Acute Liver Failure—Heavy Metals, Toxic Compounds, Bacterial Contaminants and Psychotropic Agents in Products Sold in India",(B/T) Business - Manufacturing;(BLS) Nutrition;(BLS) Toxicology;,"The Liver Unit, The Cochin Gastroenterology Group, Ernakulam Medical Centre, Kochi, Kerala 682028 India; Medgenome Labs, Narayana Health City, Bommasandra, Bengaluru, Karnataka 560099 India; Envirodesigns Ecolabs, Eco Tower, Palarivattom, Kochi, Kerala 682025 India;",Journal of Clinical and Experimental Hepatology,Elsevier,India,Cyriac A Philips;Philip Augustine;Sasidharan Rajesh;Solomon K John;Gopakumar C Valiathan;Jos Mathew;Sameer Phalke;Kuruveetil L Antony,http://retractionwatch.com/2020/12/22/after-legal-threats-from-herbalife-elsevier-journal-retracts-and-then-removes-a-paper/,Research Article;,1/28/2020 0:00,10.1016/j.jceh.2019.12.005,32025170.0,8/28/2018 0:00,10.1016/j.jceh.2018.08.002,31024209.0,Retraction,+Error in Analyses;+Error in Methods;+Legal Reasons/Legal Threats;+Unreliable Results;,No,
