Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
47506,New land-use-change emissions indicate a declining CO2 airborne fraction,(BLS) Toxicology;(ENV) Climate Change;(ENV) Environmental Sciences;,"Department of Earth Sciences, Faculty of Science, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands; Deltares, Delft, The Netherlands; Woodwell Climate Research Center, Falmouth, MA, USA; Department of Physics and Applied Mathematics, Columbia University, New York, NY, USA; NASA Goddard Institute for Space Studies, New York, NY, USA; Laboratory of Geo-information Science and Remote Sensing, Wageningen University, Wageningen, The Netherlands;",Nature,Springer - Nature Publishing Group,Netherlands;United States,Margreet J E van Marle;Dave van Wees;Richard A Houghton;Robert D Field;Jan Verbesselt;Guido R van der Werf,https://retractionwatch.com/2023/09/19/nature-pulls-study-that-found-climate-fears-were-overblown/,Research Article;,9/18/2023 0:00,10.1038/s41586-023-06605-4,37723253.0,3/16/2022 0:00,10.1038/s41586-021-04376-4,35296848.0,Retraction,+Concerns/Issues About Data;+Concerns/Issues About Results;+Error in Analyses;+Error in Results and/or Conclusions;+Upgrade/Update of Prior Notice;,No,see also: https://www.nature.com/articles/s41586-023-05871-6
47504,"Effectiveness and safety of sorafenib for renal cell, hepatocellular and thyroid carcinoma: pooled analysis in patients with renal impairment",(HSC) Medicine - Oncology;(HSC) Medicine - Pharmacology;(HSC) Medicine - Urology/Nephrology;,"Department of Urology, Keio University School of Medicine, Tokyo, Japan; Department of Gastroenterology, Kanazawa University Hospital, Kanazawa, Japan; National Hospital Organization, Higashi Nagoya National Hospital, Nagoya, Japan; Medical Afairs and Pharmacovigilance, Bayer Yakuhin, Ltd., 2-4-9 Umeda, Kita-ku, Osaka 530-0001, Japan; Product Development, Bayer Yakuhin, Ltd., Osaka, Japan;",Cancer Chemotherapy and Pharmacology,Springer,Japan,Mototsugu Oya;Shuichi Kaneko;Tsuneo Imai;Toshiaki Tsujino;Toshiyuki Sunaya;Yutaka Okayama,,Research Article;,9/16/2023 0:00,10.1007/s00280-023-04587-8,37715787.0,4/20/2022 0:00,10.1007/s00280-022-04428-0,35445315.0,Retraction,+Concerns/Issues About Data;+Error in Analyses;+Error in Methods;+Results Not Reproducible;+Unreliable Results;,No,
47388,Exosomes derived from mmu_circ_0000623-modified ADSCs prevent liver fibrosis via activating autophagy,(BLS) Biochemistry;(BLS) Biology - Cellular;(BLS) Genetics;,"Geriatric Department, Jining No. 1 People’s Hospital, Jining, Shandong, China;",Human and Experimental Toxicology,SAGE Publications,China,M Zhu;X Liu;W Li;L Wang,,Research Article;,9/1/2023 0:00,10.1177/09603271231192807,37658572.0,7/7/2020 0:00,10.1177/0960327120931152,32633558.0,Retraction,+Concerns/Issues about Third Party Involvement;+Error in Analyses;+Error in Image;+Original Data not Provided;,No,
47387,The RasGAP-associated endoribonuclease G3BP assembles stress granules,(BLS) Biochemistry;(BLS) Biology - Cellular;,"Institut de Génétique Moléculaire de Montpellier, UMR 5535 du Centre National de la Recherche Scientifique (CNRS), Université Montpellier II, 34293 Montpellier, Cedex 5, France;",Journal of Cell Biology,Rockefeller University Press,France,Hélène Tourrière;Karim Chebli;Latifa Zekri;Brice Courselaud;Jean Marie Blanchard;Edouard Bertrand;Jamal Tazi,,Research Article;,9/6/2023 0:00,10.1083/jcb.20021212808022023r,37672658.0,3/17/2003 0:00,10.1083/jcb.200212128,12642610.0,Retraction,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;+Retract and Replace;,No,see https://rupress.org/jcb/article-abstract/222/11/e200212128072023new/276235/The-RasGAP-associated-endoribonuclease-G3BP?redirectedFrom=fulltext;
47238,Measuring the enhancement factor of the hyperpolarized Xe in nuclear magnetic resonance gyroscopes,(PHY) Chemistry;(PHY) Crystallography/Spectroscopy;,"State Key Laboratory of Precision Spectroscopy, East China Normal University, Shanghai 200241, China; Shanghai Research Center for Quantum Sciences, Shanghai 201315, China;",Physical Review A,American Physical Society,China,Zhengyi Xu;Yinmin Zhou;Xinxin Peng;Lianhua Li;Xuyang Qiu;Min Zhou;Xinye Xu,,Research Article;,1/10/2023 0:00,10.1103/PhysRevA.107.019903,0.0,2/24/2021 0:00,10.1103/PhysRevA.103.023114,0.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;+Objections by Third Party;,No,
47237,Dynamics of Stochastic Integrate-and-Fire Networks,(PHY) Physics;,"Department of Mathematics and Statistics, Boston University, Boston, Massachusetts 02215, USA;",Physical Review X,American Physical Society,United States,Gabriel Koch Ocker,,Research Article;,6/14/2023 0:00,10.1103/PhysRevX.13.029904,0.0,10/19/2022 0:00,10.1103/PhysRevX.12.041007,0.0,Retraction,+Concerns/Issues About Results;+Error in Analyses;,No,
47229,Different analgesics prior to intrauterine device insertion: is there any evidence of efficacy?,(HSC) Medicine - Anesthesia/Anaesthesia;(HSC) Medicine - Obstetrics/Gynecology;,"Department of Obstetrics and Gynaecology, Faculty of Medicine, Menoufia University, Shebin-Elkom, Egypt;",European Journal of Contraception & Reproductive Health Care,Taylor and Francis,Egypt,Nabih Ibrahim Elkhouly;Mohammad Ahmed Maher,,Clinical Study;,8/29/2023 0:00,10.1080/13625187.2023.2251829,37642953.0,5/2/2017 0:00,10.1080/13625187.2017.1317340,28463028.0,Retraction,+Concerns/Issues About Data;+Concerns/Issues About Results;+Error in Analyses;+Investigation by Journal/Publisher;+Original Data not Provided;,No,
47112,Super-hydrophilic MgO/NiCo2S4 heterostructure for high-efficient oxygen evolution reaction in neutral electrolytes,(ENV) Environmental Sciences;(PHY) Engineering - Chemical;,"Inner Mongolia Key Laboratory of Chemistry and Physics of Rare Earth Materials, College of Chemistry and Chemical Engineering, Inner Mongolia University, Huhhot, 010021, China;",Applied Catalysis B: Environmental,Elsevier,China,Wei Zhe Chen;Meng Zhang;Yang Liu;Xiao Man Yao;Peng Yu Liu;Zhiliang Liu;Jinlu He;Yan Qin Wang,,Research Article;,8/22/2023 0:00,10.1016/j.apcatb.2023.123145,0.0,4/21/2022 0:00,10.1016/j.apcatb.2022.121432,0.0,Retraction,+Error in Analyses;+Error in Data;+Error in Methods;+Investigation by Journal/Publisher;+Objections by Third Party;+Unreliable Results;,No,
47100,Structural Characterization of Phenoxy Radical with Mass-Correlated Broadband Microwave Spectroscopy,(PHY) Chemistry;(PHY) Crystallography/Spectroscopy;,"Department of Chemistry, Purdue University, 560 Oval Drive, West Lafayette, Indiana 47907-2084, United States; Department of Chemistry, University of Florida, P.O. Box 117200, Gainesville, Florida 32611, United States;",Journal of Physical Chemistry Letters,American Chemical Society (ACS),United States,A O Hernandez-Castillo;Chamara Abeysekera;John F Stanton;Timothy S Zwier,,Letter;Research Article;,8/21/2023 0:00,10.1021/acs.jpclett.3c01859,37603707.0,5/14/2019 0:00,10.1021/acs.jpclett.9b00837,31084013.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;+Unreliable Results;,No,
46977,Noise tailoring for quantum circuits via unitary 2t-design,(B/T) Computer Science;(PHY) Mathematics;(PHY) Physics;,"State Key Laboratory of Integrated Services Networks, Xidian University, Xi’an, 710071, China; Science and Technology on Communication Networks Laboratory, Shijiazhuang, 050081, China;",Scientific Reports,Springer - Nature Publishing Group,China,Linxi Zhang;Yan Yu;Changhua Zhu;Changxing Pei,,Research Article;,8/15/2023 0:00,10.1038/s41598-023-40529-3,37582860.0,2/11/2019 0:00,10.1038/s41598-018-38158-2,30741965.0,Retraction,+Error in Analyses;+Unreliable Results;,No,
46829,"Comparison of the clinical performance of the i-gelTM, LMA SupremeTM, and Ambu AuraGainTM in adult patients during general anesthesia: a prospective and randomized study",(HSC) Medicine - Anesthesia/Anaesthesia;(HSC) Medicine - Pharmacology;,"Department of Anesthesiology and Critical Care, King George’s Medical University, Lucknow, India; Department of General Medicine, Saveetha Medical College and Hospital, Chennai, India;",Korean Journal of Anesthesiology,Korean Society of Anesthesiologists,India,Tejashri Chinthavali Lakshmi;Tanmay Tiwari;Jyotsna Agrawal;Rajni Kapoor;Vikrannth Vasanthakumar,,Clinical Study;,8/3/2023 0:00,10.4097/kja.21212.r1,37559364.0,10/20/2021 0:00,10.4097/kja.21212,34673744.0,Retraction,+Concerns/Issues About Data;+Error in Analyses;+Error in Image;+Investigation by Journal/Publisher;+Investigation by Third Party;,No,see also: https://ekja.org/journal/view.php?doi=10.4097/kja.23596
46828,Lentivirus-mediated knockdown of Mphase phosphoprotein 8 inhibits proliferation of colon cancer cells,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;(BLS) Microbiology;(HSC) Medicine - Gastroenterology;(HSC) Medicine - Oncology;,"Department of Gastroenterology, Taizhou Central Hospital, Taizhou, People’s Republic of China; Department of Colorectal, Second Affiliated Hospital of Jilin University, Changchun, People’s Republic of China; Department of Hand & Foot Surgery, China-Japan Union Hospital of Jilin University, Changchun, People’s Republic of China; Department of Endocrinology, Taizhou Central Hospital, Taizhou, People’s Republic of China;",Biotechnology and Applied Biochemistry,Wiley,China,Xianjun Liang;Tongjun Liu;Weizhong Zhang;Kai Zhang;Shuai Guo;Jianhua Liang,,Research Article;,8/10/2023 0:00,10.1002/bab.2498,37559494.0,5/13/2016 0:00,10.1002/bab.1504,27174009.0,Retraction,+Author Unresponsive;+Error in Analyses;+Error in Data;+Investigation by Journal/Publisher;+Investigation by Third Party;+Paper Mill;+Unreliable Results;,No,see aslo: https://pubpeer.com/publications/F2658926B5494C82E42BE1AF23097C and https://link.springer.com/article/10.1007/s11192-016-2209-6
