Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
3842,The food industry and conflicts of interest in nutrition research: A Latin American perspective,(HSC) Nutrition;(HSC) Public Health and Safety;,"Research Department, Unidad de Cirugia Cardiovascular de Guatemala, 5a Av 6-22 zona 11, Guatemala 01011, Guatemala. Division of Public Health Sciences, Department of Surgery, Washington University in St. Louis, 660 S. Euclid Av., St. Louis, MO 63110, USA. Department of Nutrition, Food Studies, and Public Health, New York University, New York, USA",Journal of Public Health Policy,Palgrave Macmillan,Guatemala;United States,Joaquin Barnoya;Marion Nestle,http://retractionwatch.com/2015/11/25/prominent-nutrition-researcher-marion-nestle-retracting-recent-article/;http://retractionwatch.com/2015/12/31/retraction-published-for-nutrition-researcher-marion-nestle/,Research Article;,12/11/2015 0:00,10.1057/jphp.2015.45,26658288.0,10/29/2015 0:00,10.1057/jphp.2015.37,26511294.0,Retraction,+Complaints about Author;+Conflict of Interest;+Doing the Right Thing;+Error in Analyses;+Error in Text;+Investigation by Journal/Publisher;,No,
3841,Effects of 7.5% CO(2) inhalation on allocation of spatial attention to facial cues of emotional expression,(HSC) Medicine - Psychiatry;,"University of Bristol, Bristol, United Kingdom; Imperial College London, London, United Kingdom",Journal of Psychopharmacology,SAGE Publications,United Kingdom,Robbie M Cooper;Jayne E Bailey;Alison Diaper;Chris P Benton;Ian S Penton-Voak;DAvid J Nitt;Marcus R Munafo,,Research Article;,12/1/2013 0:00,10.1177/0269881108096981,18801824.0,11/1/2008 0:00,10.1177/0269881108096981,18801824.0,Retraction,+Error in Analyses;+Notice - Limited or No Information;+Retract and Replace;+Removed;,Unknown,see republished: https://www.tandfonline.com/doi/abs/10.1080/02699931.2010.508887?journalCode=pcem20
3819,Temporal preparation accelerates visual processing: Evidence from event-related brain potentials,(BLS) Neuroscience;,"Department of Psychology, University of Tübingen, Tübingen, Germany",Cognitive Neuroscience,Taylor and Francis,Germany,Verena C Seibold;Bettina Rolke,,Research Article;,3/19/2012 0:00,10.1080/17588928.2012.672028,24168686.0,11/11/2011 0:00,,,Retraction,+Error in Analyses;,No,
3817,Reward anticipation enhances brain activation during response inhibition,(BLS) Neuroscience;,"Departamento de Psicología Básica, Clínica y Psicobiología, Universitat Jaume I, Castelló de la Plana, Spain Unidad Docente Medicina Familiar y Comunitaria, Instituto Aragonés de Ciencias de la Salud (IACS, )Zaragoza, Spain","Cognitive, Affective & Behavioral Neuroscience (CABN)",Springer,Spain,Patricia Rosell-Negre;Juan Carlos Bustamante;Paola Fuentes-Claramonte;Víctor Costumero;Sergio Benabarre;Alfonso Barros-Loscertales,,Research Article;,10/12/2016 0:00,10.3758/s13415-016-0472-x,27734343.0,5/28/2014 0:00,10.3758/s13415-014-0292-9,24867712.0,Retraction,+Error in Analyses;+Error in Data;,No,
3796,Prediction of posttranslational modification sites from sequences with kernel methods,(B/T) Computer Science;(BLS) Biochemistry;(BLS) Biology - Molecular;(BLS) Genetics;,"Department of Applied Mathematics, College of Science, China Agricultural University, Beijing; Research Center on Fictitious Economy and Data Science, Chinese Academy of Sciences, Beijing; Institute of Applied Mathematics, Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing",Journal of Computational Chemistry,Wiley,China,Xiaobo Wang;Yongcui Wang;Yingjie Tian;Xiaojian Shao;Ling-Yun Wu;Naiyang Deng,http://retractionwatch.com/2012/06/05/computational-chem-journal-retracts-article-for-um-computation-error/,Research Article;,6/30/2012 0:00,10.1002/jcc.21526,22581607.0,4/21/2010 0:00,10.1002/jcc.21526,22581607.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,Original Paper and RN share PMID and DOI
3748,Safety and feasibility of leadless pacemaker compared with traditional transvenous single-lead pacemaker: an animal study.,(B/T) Technology;(HSC) Medicine - Cardiology;,"Department of Echocardiography, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Animal Experimental Center of Fuwai Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Arrhythmia Center of Fuwai Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China;",Pacing and Clinical Electrophysiology (PACE),Wiley,China,Tingyu Lan;Guodong Yang;Hao Wang;Xin Sun;Xing Zhao;Keping Chen;Xiaolin Zheng,,Research Article;,4/1/2015 0:00,10.1111/pace.12602,25639949.0,1/31/2015 0:00,10.1111/pace.12602,25639949.0,Retraction,+Concerns/Issues About Authorship/Affiliation;+Error in Analyses;+Error in Methods;+Error in Text;,No,
3716,Fluorobodies combine GFP fluorescence with the binding characteristics of antibodies,(BLS) Biology - Molecular;(BLS) Genetics;(HSC) Medicine - Immunology;,"Bioscience Division, HRL-1 TA-43 MS M888, Los Alamos National Laboratory, Los Alamos, New Mexico 87545, USA ; USA Division of Neuroscience, Baylor College of Medicine, One Baylor Plaza, Houston, Texas 77030, USA ; Department of Physics, Lewis and Clark College, Portland, Oregon 97219, USA",Nature Biotechnology,Springer - Nature Publishing Group,United States,Ahmet Zeytun;Andreas Jeromin;Bethe A Scalettar;Geoffrey S Waldo;Andrew RM Bradbury,,Research Article;,4/1/2004 0:00,10.1038/nbt0504-601,15122294.0,11/9/2003 0:00,10.1038/nbt911,14608366.0,Retraction,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;+Results Not Reproducible;,No,
3668,Ultrastructural evaluation of the retina in retinopathy of prematurity and correlations with vitamin E therapy,(HSC) Medicine - Ophthalmology;(HSC) Medicine - Pediatrics;,"Naval Aerospace Medical Research Laboratory, Naval Air Station, Pensacola, FL 32508, USA;",Current Eye Research,Taylor and Francis,United States,William A Monaco,,Research Article;,6/1/1984 0:00,10.3109/02713688409000802,6101121.0,2/1/1982 0:00,10.3109/02713688208997686,6897379.0,Retraction,+Concerns/Issues About Data;+Concerns/Issues About Image;+Concerns/Issues About Results;+Error in Analyses;,No,
3663,Post-stroke Epilepsy in Polish Paediatric Patients,(BLS) Neuroscience;(HSC) Medicine - Neurology;(HSC) Medicine - Pediatrics;,"Department of Paediatrics and Developmental Age Neurology, School of Medicine in Katowice, Medical University of Silesia, Katowice, Poland; Department of Drug Form Technology, School of Pharmacy with the Division of Laboratory Medicine in Sosnowiec, Medical University of Silesia, Katowice, Poland; Department of Biostatistics, School of Public Health in Bytom, Medical University of Silesia, Katowice, Poland",Developmental Medicine and Child Neurology,Wiley,Poland,Ilona Kopyta;Beata Sarecka-Hujar;Michal Skrzypek,,Clinical Study;,1/6/2015 0:00,10.1111/dmcn.12283,24116889.0,10/5/2013 0:00,10.1111/dmcn.12711,24116889.0,Retraction,+Date of Retraction/Other Unknown;+Error in Analyses;+Error in Data;+Unreliable Results;,No,
3657,Inferring the Effects of Cancer Treatment: Divergent Results From Early Breast Cancer Trialists' Collaborative Group Meta-Analyses of Randomized Trials and Observational Data From SEER Registries,(HSC) Medicine - Obstetrics/Gynecology;(HSC) Medicine - Oncology;(HSC) Medicine - Pharmacology;,"University of Oxford, Oxford;University of Michigan, Ann Arbor, MI",Journal of Clinical Oncology : Official Journal of the American Society of Clinical Oncology,American Society of Clinical Oncology,United Kingdom;United States,Katherine E Henson;Reshma Jagsi;David Cutter;Paul McGale;Carolyn Taylor;Sarah C Darby,http://retractionwatch.com/2016/09/26/error-in-one-line-of-code-sinks-2016-seer-cancer-study/,Meta-Analysis;,9/20/2016 0:00,10.1200/JCO.2016.69.0875,27528722.0,3/10/2016 0:00,10.1200/JCO.2015.62.0294,26786924.0,Retraction,+Doing the Right Thing;+Error in Analyses;+Error in Image;+Error in Results and/or Conclusions;,No,
3656,"Phase II study of the anti-insulin-like growth factor type 1 receptor antibody CP-751,871 in combination with paclitaxel and carboplatin in previously untreated, locally advanced, or metastatic non-small-cell lung cancer",(HSC) Medicine - Oncology;(HSC) Medicine - Pharmacology;(HSC) Medicine - Pulmonology;,"The University of Texas M. D. Anderson Cancer Center, Houston, TX;University Hospital Doce de Octubre, Madrid;Institut Català d'Oncologia, L'Hospitalet, Barcelona;University of Turin, Orbassano, Turin;Mayo Clinic Foundation, Rochester, MN;Arizona Cancer Center, Tucson, AZ;West Clinic, Memphis, TN;California Cancer Care, Greenbrae, CA;Fox Chase Cancer Center, Philadelphia, PA;Pfizer Global Research and Development, New London, CT",Journal of Clinical Oncology : Official Journal of the American Society of Clinical Oncology,American Society of Clinical Oncology,Italy;Spain;United States,Daniel D Karp;Luis G Paz-Ares;Silvia Novello;Paul Haluska;Linda Garland;Felipe Cardenal;L Johnetta Blakely;Peter D Eisenberg;Corey J Langer;George Blumenschein Jr;Faye M Johnson;Stephanie Green;Antonio Gualberto,http://retractionwatch.com/2012/11/02/pfizer-retracts-study-of-experimental-cancer-treatment-figitumumab-for-incorrect-analyses/,Clinical Study;,11/20/2012 0:00,10.1200/JCO.2012.47.3447,23304713.0,5/20/2009 0:00,10.1200/JCO.2008.19.9331,19380445.0,Retraction,+Doing the Right Thing;+Error in Analyses;+Error in Results and/or Conclusions;+Investigation by Company/Institution;,No,
