Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
1002,Structure of MsbA from E. coli: a homolog of the multidrug resistance ATP binding cassette (ABC) transporters,(BLS) Biochemistry;(BLS) Biology - Molecular;(HSC) Medicine - Pharmacology;,"Department of Molecular Biology, MB-9, The Scripps Research Institute, La Jolla, CA 92037, USA",Science,American Association for the Advancement of Science (AAAS),United States,Geoffrey Chang;Christopher B Roth,,Research Article;,12/22/2006 0:00,10.1126/science.314.5807.1875b,17185584.0,9/7/2001 0:00,10.1126/science.293.5536.1793,11546864.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
1001,X-ray structure of the EmrE multidrug transporter in complex with a substrate,(BLS) Biology - Molecular;(BLS) Microbiology;(HSC) Medicine - Pharmacology;(PHY) Crystallography/Spectroscopy;,"Department of Molecular Biology, The Scripps Institute, 10550 North Torrey Pines Road, CB-105, Jolla, CA 92037, USA",Science,American Association for the Advancement of Science (AAAS),United States,Owen Pornillos;Yen-Ju Chen;Andy P Chen;Geoffrey Chang,,Research Article;,12/22/2006 0:00,10.1126/science.314.5807.1875b,17185584.0,12/23/2005 0:00,10.1126/science.1119776,16373573.0,Retraction,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;,No,
1000,Structure of the ABC transporter MsbA in complex with ADP vanadate and lipopolysaccharide,(BLS) Biochemistry;(BLS) Biology - Molecular;(PHY) Crystallography/Spectroscopy;,"Department of Molecular Biology, The Scripps Research Institute, 10550 North Torrey Pines Road CB105, La Jolla, CA 92137, USA",Science,American Association for the Advancement of Science (AAAS),United States,Christopher L Reyes;Geoffrey Chang,,Research Article;,12/22/2006 0:00,10.1126/science.314.5807.1875b,17185584.0,5/13/2005 0:00,10.1126/science.1107733,15890884.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
981,"Dual signaling regulated by calcyon, a D1 dopamine receptor interacting protein",(BLS) Biochemistry;(BLS) Biology - Molecular;,"Department of Pharmacology and Toxicology, Medical College of Georgia, Augusta, Georgia, USA; Section of Neurobiology, Yale School of Medicine, New Haven, Connecticut, USA; Department of Pharmacology, Pennsylvania State College of Medicine, Hershey, Pennsylvania, USA",Science,American Association for the Advancement of Science (AAAS),United States,Nelson Lezcano;Ladislav Mrzljak;Steven Eubanks;Robert Levenson;Patricia Goldman-Rakic;Clare Bergson,,Research Article;,12/15/2006 0:00,10.1126/science.314.5806.1681b,17170272.0,3/3/2000 0:00,10.1126/science.287.5458.1660,10698743.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,Yes,
980,Single-molecule studies of heterogeneous dynamics in polymer melts near the glass transition,(PHY) Materials Science;,"Department of Chemistry and Biochemistry, Center for Nano and Molecular Materials Science and Technology, University of Texas, Austin, Texas, USA; Texas Materials Institute, University of Texas, Austin, Texas, USA",Science,American Association for the Advancement of Science (AAAS),United States,Laura A Deschenes;David A Vanden Bout,,Research Article;,4/14/2006 0:00,10.1126/science.312.5771.195b,16614196.0,4/13/2001 0:00,10.1126/science.1056430,11303094.0,Retraction,+Error in Analyses;+Error in Data;+Results Not Reproducible;,Yes,Paywalled as of 4.5.2022
975,Enhancement of the Catalytic Activity of Ferulic Acid Decarboxylase From Enterobacter sp. Px6-4 Through Random and Site-directed Mutagenesis,(BLS) Biochemistry;(BLS) Biology - Molecular;(BLS) Genetics;(BLS) Microbiology;,"School of Environmental Science and Engineering, Gwangju Institute of Science and Technology, Gwangju, South Korea; Max-Planck Institute for Terrestrial Microbiology, Marburg, Germany; Radiation Research Division of Industry and EnvironmentKorea Atomic Energy Research Institute, Jeongup, South Korea; Department of Bioscience and Biotechnology, Konkuk University, Seoul, South Korea",Applied Microbiology and Biotechnology,Springer,Germany;South Korea,Hyunji Lee;Jiyoung Park;Chaewon Jung;Dongfei Han;Jiyoung Seo;Joong-Hoon Ahn;Youhoon Chong;Hor-Gil Hur,,Research Article;,10/7/2016 0:00,10.1007/s00253-016-7877-x,27717962.0,6/10/2015 0:00,10.1007/s00253-015-6717-8,26059194.0,Retraction,+Error in Analyses;+Results Not Reproducible;,No,
968,"The bacterial condensin MukBEF compacts DNA into a repetitive, stable structure",(BLS) Biochemistry;(BLS) Biology - Molecular;,"Department of Molecular and Cell Biology, University of California, Berkeley, California, USA; Department of Physics, University of California, Berkeley, California, USA; Biophysics Graduate Group, University of California, Berkeley, California, USA; Howard Hughes Medical Institute, University of California, Berkeley, California, USA;",Science,American Association for the Advancement of Science (AAAS),United States,Ryan B Case;Yun-Pei Chang;Steven B Smith;Jeff Gore;Nicholas R Cozzarelli;Carlos Bustamante,,Research Article;,3/4/2005 0:00,10.1126/science.307.5714.1409b,15746408.0,7/9/2004 0:00,10.1126/science.1098225,15178751.0,Retraction,+Error in Analyses;+Error in Data;+Error in Methods;+Unreliable Results;,No,
964,Synaptic changes in layer 2/3 underlying map plasticity of developing barrel cortex,(BLS) Neuroscience;,"Department of Cell Physiology, Max-Planck-Institute for Medical Research, Heidelberg, Germany; The Laboratory of Sensory Processing, Brain and Mind Institute, Ecole Polytechnique Federale de Lausanne, Lausanne, Switzerland",Science,American Association for the Advancement of Science (AAAS),Germany;Switzerland,Carl C H Petersen;Michael Brecht;Thomas T G Hahn;Bert Sakmann,,Research Article;,10/1/2004 0:00,10.1126/science.306.5693.54b,15459367.0,4/30/2004 0:00,10.1126/science.1096750,15118164.0,Retraction,+Error in Analyses;+Error in Data;,No,
962,"Contribution of human alpha-defensin 1, 2, and 3 to the anti-HIV-1 activity of CD8 antiviral factor",(BLS) Biology - Cellular;(HSC) Medicine - Immunology;(HSC) Medicine - Infectious Disease;,"Aaron Diamond AIDS Research Center, The Rockfeller University, New York, New York, USA; Ciphergen Biosystems, Inc., Fremont, California, USA",Science,American Association for the Advancement of Science (AAAS),United States,Linqi Zhang;Wenjie Yu;Tian He;Jian Yu;Rebecca E Caffrey;Enrique A Dalmasso;Siyu Fu;Thang Pham;Jianfeng Mei;Jaclyn J Ho;Wenyong Zhang;Peter Lopez;David D Ho,,Research Article;,1/23/2004 0:00,10.1126/science.303.5657.467b,14739439.0,11/1/2002 0:00,10.1126/science.1076185,12351674.0,Correction,+Contamination of Cell Lines/Tissues;+Error in Analyses;+Error in Results and/or Conclusions;,No,
917,Direct Allylation of In Situ Generated Aldehyde Acyl Anions by Synergistic NHC and Palladium Catalysis,(PHY) Chemistry;,"Division of Organic Chemistry, CSIR-National Chemical Laboratory, Pune 411 008;",Angewandte Chemie,Wiley,India,Milind M Ahire;Santosh B Mhaske,,Research Article;,11/18/2015 0:00,10.1002/anie.201509121,26768106.0,5/21/2014 0:00,10.1002/anie.201400623,24849727.0,Retraction,+Error in Analyses;+Error in Data;+Upgrade/Update of Prior Notice;,No,
